year,state_po,district,candidate,party,candidatevotes,totalvotes,fusion_ticket
2014,WA,3,BOB DINGETHAL,DEMOCRAT,78018,202814,FALSE
2014,WA,3,JAIME HERRERA BEUTLER,REPUBLICAN,124796,202814,FALSE
2014,WA,4,DAN NEWHOUSE,REPUBLICAN,77772,153079,FALSE
2014,WA,4,CLINT DIDIER,REPUBLICAN,75307,153079,FALSE
2014,WA,5,"JOSEPH """"JOE"""" PAKOOTAS",DEMOCRAT,87772,223242,FALSE
2014,WA,5,CATHY MCMORRIS RODGERS,REPUBLICAN,135470,223242,FALSE
2014,WA,6,MARTY MCCLENDON,REPUBLICAN,83025,224290,FALSE
2014,WA,6,DEREK KILMER,DEMOCRAT,141265,224290,FALSE
2014,WA,7,JIM MCDERMOTT,DEMOCRAT,203954,251875,FALSE
2014,WA,7,CRAIG KELLER,REPUBLICAN,47921,251875,FALSE
2014,WA,8,DAVID G. REICHERT,REPUBLICAN,125741,198744,FALSE
2014,WA,8,JASON RITCHIE,DEMOCRAT,73003,198744,FALSE
2014,WA,9,DOUG BASLER,REPUBLICAN,48662,166794,FALSE
2014,WA,9,ADAM SMITH,DEMOCRAT,118132,166794,FALSE
2014,WA,10,DENNY HECK,DEMOCRAT,99279,181492,FALSE
2014,WA,10,JOYCE MCDONALD,REPUBLICAN,82213,181492,FALSE
2014,WV,1,,,137,144737,FALSE
2014,WV,1,GLEN B. GAINER III,DEMOCRAT,52109,144737,FALSE
2014,WV,1,DAVID B. MCKINLEY,REPUBLICAN,92491,144737,FALSE
2014,WV,2,,,9,154250,FALSE
2014,WV,2,NICK CASEY,DEMOCRAT,67687,154250,FALSE
2014,WV,2,,,3,154250,FALSE
2014,WV,2,ALEX X. MOONEY,REPUBLICAN,72619,154250,FALSE
2014,WV,2,DAVY JONES,LIBERTARIAN,7682,154250,FALSE
2014,WV,2,ED RABEL,INDEPENDENT,6250,154250,FALSE
2014,WV,3,NICK J. RAHALL II,DEMOCRAT,62688,140401,FALSE
2014,WV,3,EVAN JENKINS,REPUBLICAN,77713,140401,FALSE
2014,WI,1,,,29,288170,FALSE
2014,WI,1,PAUL RYAN,REPUBLICAN,182316,288170,FALSE
2014,WI,1,SCATTER,,273,288170,FALSE
2014,WI,1,ROB ZERVAN,DEMOCRAT,105552,288170,FALSE
2014,WI,2,MARK POCAN,DEMOCRAT,224920,328847,FALSE
2014,WI,2,PETER THERON,REPUBLICAN,103619,328847,FALSE
2014,WI,2,SCATTER,,308,328847,FALSE
2014,WI,3,TONY KURTZ,REPUBLICAN,119540,275161,FALSE
2014,WI,3,SCATTER,,125,275161,FALSE
2014,WI,3,,,128,275161,FALSE
2014,WI,3,RON KIND,DEMOCRAT,155368,275161,FALSE
2014,WI,4,ROBERT R. RAYMOND,INDEPENDENT,7002,254892,FALSE
2014,WI,4,GWEN MOORE,DEMOCRAT,179045,254892,FALSE
2014,WI,4,SCATTER,,355,254892,FALSE
2014,WI,4,DAN SEBRING,REPUBLICAN,68490,254892,FALSE
2014,WI,5,F. JAMES SENSENBRENNER JR.,REPUBLICAN,231160,332826,FALSE
2014,WI,5,CHRIS ROCKWOOD,DEMOCRAT,101190,332826,FALSE
2014,WI,5,SCATTER,,476,332826,FALSE
2014,WI,6,GLENN GROTHMAN,REPUBLICAN,169767,299033,FALSE
2014,WI,6,GUS FAHRENDORF,LIBERTARIAN,6865,299033,FALSE
2014,WI,6,MARK L. HARRIS,DEMOCRAT,122212,299033,FALSE
2014,WI,6,SCATTER,,189,299033,FALSE
2014,WI,7,,,30,286603,FALSE
2014,WI,7,SCATTER,,42,286603,FALSE
2014,WI,7,LAWRENCE DALE,GREEN,3686,286603,FALSE
2014,WI,7,JOHN SCHIESS,REPUBLICAN,5,286603,FALSE
2014,WI,7,SEAN P. DUFFY,REPUBLICAN,169891,286603,FALSE
2014,WI,7,KELLY WESTLAND,DEMOCRAT,112949,286603,FALSE
2014,WI,8,SCATTER,,150,290048,FALSE
2014,WI,8,REID J. RIBBLE,REPUBLICAN,188553,290048,FALSE
2014,WI,8,RON GRUETT,DEMOCRAT,101345,290048,FALSE
2014,WY,0,,,398,171153,FALSE
2014,WY,0,OVER VOTE,,370,171153,FALSE
2014,WY,0,BLANK VOTE,,5683,171153,FALSE
2014,WY,0,CYNTHIA M. LUMMIS,REPUBLICAN,113038,171153,FALSE
2014,WY,0,RICHARD GRAYSON,DEMOCRAT,37803,171153,FALSE
2014,WY,0,DANIEL CLYDE CUMMINGS,CONSTITUTION,6749,171153,FALSE
2014,WY,0,RICHARD BRUBAKER,LIBERTARIAN,7112,171153,FALSE
2016,AL,1,BRADLEY BYRNE,REPUBLICAN,208083,215893,FALSE
2016,AL,1,,,7810,215893,FALSE
2016,AL,2,NATHAN MATHIS,DEMOCRAT,112089,276584,FALSE
2016,AL,2,,,29609,276584,FALSE
2016,AL,2,MARTHA ROBY,REPUBLICAN,134886,276584,FALSE
2016,AL,3,,,391,287104,FALSE
2016,AL,3,MIKE ROGERS,REPUBLICAN,192164,287104,FALSE
2016,AL,3,JESSE SMITH,DEMOCRAT,94549,287104,FALSE
2016,AL,4,,,3519,239444,FALSE
2016,AL,4,ROBERT B. ADERHOLT,REPUBLICAN,235925,239444,FALSE
2016,AL,5,MO BROOKS,REPUBLICAN,205647,308326,FALSE
2016,AL,5,"WILL BOYD, JR.",DEMOCRAT,102234,308326,FALSE
2016,AL,5,,,445,308326,FALSE
2016,AL,6,DAVID J. PUTNAM,DEMOCRAT,83709,329306,FALSE
2016,AL,6,GARY J. PALMER,REPUBLICAN,245313,329306,FALSE
2016,AL,6,,,284,329306,FALSE
2016,AL,7,TERRI A. SEWELL,DEMOCRAT,229330,233028,FALSE
2016,AL,7,,,3698,233028,FALSE
2016,AK,0,BERNIE SOUPHANAVONG,NONE,9093,308198,FALSE
2016,AK,0,DON YOUNG,REPUBLICAN,155088,308198,FALSE
2016,AK,0,,,1228,308198,FALSE
2016,AK,0,STEVE LINDBECK,DEMOCRAT,111019,308198,FALSE
2016,AK,0,JIM C. MCDERMOTT,LIBERTARIAN,31770,308198,FALSE
2016,AZ,1,PAUL BABEU,REPUBLICAN,121745,280710,FALSE
2016,AZ,1,TOM O'HALLERAN,DEMOCRAT,142219,280710,FALSE
2016,AZ,1,RAY PARRISH,GREEN,16746,280710,FALSE
2016,AZ,2,MARTHA MCSALLY,REPUBLICAN,179806,315679,FALSE
2016,AZ,2,MATT HEINZ,DEMOCRAT,135873,315679,FALSE
2016,AZ,3,,,283,151035,FALSE
2016,AZ,3,RA_L M. GRIJALVA,DEMOCRAT,148973,151035,FALSE
2016,AZ,3,,,144,151035,FALSE
2016,AZ,3,JAIME VASQUEZ,REPUBLICAN,332,151035,FALSE
2016,AZ,3,,,1303,151035,FALSE
2016,AZ,4,PAUL A. GOSAR,REPUBLICAN,203487,284783,FALSE
2016,AZ,4,MIKEL WEISSER,DEMOCRAT,81296,284783,FALSE
2016,AZ,5,ANDY BIGGS,REPUBLICAN,205184,320124,FALSE
2016,AZ,5,TALIA FUENTES,DEMOCRAT,114940,320124,FALSE
2016,AZ,6,W. JOHN WILLIAMSON,DEMOCRAT,122866,324444,FALSE
2016,AZ,6,DAVID SCHWEIKERT,REPUBLICAN,201578,324444,FALSE
2016,AZ,7,EVE NUNEZ,REPUBLICAN,39286,158811,FALSE
2016,AZ,7,RUBEN GALLEGO,DEMOCRAT,119465,158811,FALSE
2016,AZ,7,,,60,158811,FALSE
2016,AZ,8,HAYDEN KEENER III,REPUBLICAN,75,298971,FALSE
2016,AZ,8,TRENT FRANKS,REPUBLICAN,204942,298971,FALSE
2016,AZ,8,MARK SALAZAR,GREEN,93954,298971,FALSE
2016,AZ,9,,,46,277507,FALSE
2016,AZ,9,KYRSTEN SINEMA,DEMOCRAT,169055,277507,FALSE
2016,AZ,9,,,56,277507,FALSE
2016,AZ,9,DAVE GILES,REPUBLICAN,108350,277507,FALSE
2016,AR,1,MARK WEST,LIBERTARIAN,57181,241047,FALSE
2016,AR,1,"ERIC A. """"RICK"""" CRAWFORD",REPUBLICAN,183866,241047,FALSE
2016,AR,2,,,303,302464,FALSE
2016,AR,2,J. FRENCH HILL,REPUBLICAN,176472,302464,FALSE
2016,AR,2,CHRIS HAYES,LIBERTARIAN,14342,302464,FALSE
2016,AR,2,DIANNE CURRY,DEMOCRAT,111347,302464,FALSE
2016,AR,3,STEVE WOMACK,REPUBLICAN,217192,280907,FALSE
2016,AR,3,STEVE ISAACSON,LIBERTARIAN,63715,280907,FALSE
2016,AR,4,KERRY HICKS,LIBERTARIAN,61274,244159,FALSE
2016,AR,4,BRUCE WESTERMAN,REPUBLICAN,182885,244159,FALSE
2016,CA,1,JIM REED,DEMOCRAT,128588,314036,FALSE
2016,CA,1,DOUG LAMALFA,REPUBLICAN,185448,314036,FALSE
2016,CA,2,JARED HUFFMAN,DEMOCRAT,254194,330766,FALSE
2016,CA,2,DALE K. MENSING,REPUBLICAN,76572,330766,FALSE
2016,CA,3,JOHN GARAMENDI,DEMOCRAT,152513,256966,FALSE
2016,CA,3,N. EUGENE CLEEK,REPUBLICAN,104453,256966,FALSE
2016,CA,4,TOM MCCLINTOCK,REPUBLICAN,220133,350978,FALSE
2016,CA,4,ROBERT W. DERLET,DEMOCRAT,130845,350978,FALSE
2016,CA,5,CARLOS SANTAMARIA,REPUBLICAN,67565,292091,FALSE
2016,CA,5,MIKE THOMPSON,DEMOCRAT,224526,292091,FALSE
2016,CA,6,DORIS O. MATSUI,DEMOCRAT,177565,235413,FALSE
2016,CA,6,"ROBERT """"BOB"""" EVANS",REPUBLICAN,57848,235413,FALSE
2016,CA,7,AMI BERA,DEMOCRAT,152133,297301,FALSE
2016,CA,7,SCOTT R. JONES,REPUBLICAN,145168,297301,FALSE
2016,CA,8,RITA RAMIREZ,DEMOCRAT,83035,220007,FALSE
2016,CA,8,PAUL COOK,REPUBLICAN,136972,220007,FALSE
2016,CA,9,JERRY MCNERNEY,DEMOCRAT,133163,232155,FALSE
2016,CA,9,"ANTONIO C. """"TONY"""" AMADOR",REPUBLICAN,98992,232155,FALSE
2016,CA,10,JEFF DENHAM,REPUBLICAN,124671,241141,FALSE
2016,CA,10,MICHAEL EGGMAN,DEMOCRAT,116470,241141,FALSE
2016,CA,11,MARK DESAULNIER,DEMOCRAT,214868,298209,FALSE
2016,CA,11,ROGER ALLEN PETERSEN,REPUBLICAN,83341,298209,FALSE
2016,CA,12,NANCY PELOSI,DEMOCRAT,274035,338845,FALSE
2016,CA,12,PRESTON PICUS,NONE,64810,338845,FALSE
2016,CA,13,SUE CARO,REPUBLICAN,29754,322871,FALSE
2016,CA,13,BARBARA LEE,DEMOCRAT,293117,322871,FALSE
2016,CA,14,JACKIE SPEIER,DEMOCRAT,231630,286447,FALSE
2016,CA,14,ANGEL CARDENAS,REPUBLICAN,54817,286447,FALSE
2016,CA,15,DANNY R. TURNER,REPUBLICAN,70619,269197,FALSE
2016,CA,15,ERIC SWALWELL,DEMOCRAT,198578,269197,FALSE
2016,CA,16,JIM COSTA,DEMOCRAT,97473,167956,FALSE
2016,CA,16,JOHNNY M. TACHERRA,REPUBLICAN,70483,167956,FALSE
2016,CA,17,RO KHANNA,DEMOCRAT,142268,233192,FALSE
2016,CA,17,MICHAEL M. HONDA,DEMOCRAT,90924,233192,FALSE
2016,CA,18,RICHARD B. FOX,REPUBLICAN,93470,323930,FALSE
2016,CA,18,ANNA G. ESHOO,DEMOCRAT,230460,323930,FALSE
2016,CA,19,ZOE LOFGREN,DEMOCRAT,181802,245863,FALSE
2016,CA,19,G. BURT LANCASTER,REPUBLICAN,64061,245863,FALSE
2016,CA,20,CASEY LUCIUS,REPUBLICAN,74811,255791,FALSE
2016,CA,20,JIMMY PANETTA,DEMOCRAT,180980,255791,FALSE
2016,CA,21,DAVID G. VALADAO,REPUBLICAN,75126,132408,FALSE
2016,CA,21,EMILIO HUERTA,DEMOCRAT,57282,132408,FALSE
2016,CA,22,LOUIE J. CAMPOS,DEMOCRAT,76211,234966,FALSE
2016,CA,22,DEVIN NUNES,REPUBLICAN,158755,234966,FALSE
2016,CA,23,KEVIN MCCARTHY,REPUBLICAN,167116,241584,FALSE
2016,CA,23,WENDY REED,DEMOCRAT,74468,241584,FALSE
2016,CA,24,SALUD CARBAJAL,DEMOCRAT,166034,310814,FALSE
2016,CA,24,JUSTIN DONALD FAREED,REPUBLICAN,144780,310814,FALSE
2016,CA,25,STEPHEN KNIGHT,REPUBLICAN,138755,261161,FALSE
2016,CA,25,BRYAN CAFORIO,DEMOCRAT,122406,261161,FALSE
2016,CA,26,RAFAEL A. DAGNESSES,REPUBLICAN,111059,280307,FALSE
2016,CA,26,JULIA BROWNLEY,DEMOCRAT,169248,280307,FALSE
2016,CA,27,JACK ORSWELL,REPUBLICAN,81655,250632,FALSE
2016,CA,27,JUDY CHU,DEMOCRAT,168977,250632,FALSE
2016,CA,28,LENORE SOLIS,REPUBLICAN,59526,270409,FALSE
2016,CA,28,ADAM B. SCHIFF,DEMOCRAT,210883,270409,FALSE
2016,CA,29,TONY C_RDENAS,DEMOCRAT,128407,171824,FALSE
2016,CA,29,RICHARD ALARCON,DEMOCRAT,43417,171824,FALSE
2016,CA,30,MARK REED,REPUBLICAN,77325,282604,FALSE
2016,CA,30,BRAD SHERMAN,DEMOCRAT,205279,282604,FALSE
2016,CA,31,PETE AGUILAR,DEMOCRAT,121070,215936,FALSE
2016,CA,31,PAUL CHABOT,REPUBLICAN,94866,215936,FALSE
2016,CA,32,GRACE F. NAPOLITANO,DEMOCRAT,114926,186646,FALSE
2016,CA,32,ROGER HERN_NDEZ,DEMOCRAT,71720,186646,FALSE
2016,CA,33,KENNETH W. WRIGHT,REPUBLICAN,110822,330219,FALSE
2016,CA,33,TED LIEU,DEMOCRAT,219397,330219,FALSE
2016,CA,34,ADRIENNE NICOLE EDWARDS,DEMOCRAT,36314,159156,FALSE
2016,CA,34,XAVIER BECERRA,DEMOCRAT,122842,159156,FALSE
2016,CA,35,TYLER FISCHELLA,REPUBLICAN,47309,171353,FALSE
2016,CA,35,NORMA J. TORRES,DEMOCRAT,124044,171353,FALSE
2016,CA,36,JEFF STONE,REPUBLICAN,88269,232617,FALSE
2016,CA,36,RAUL RUIZ,DEMOCRAT,144348,232617,FALSE
2016,CA,37,KAREN BASS,DEMOCRAT,192490,237272,FALSE
2016,CA,37,CHRIS BLAKE WIGGINS,DEMOCRAT,44782,237272,FALSE
2016,CA,38,LINDA T. S_NCHEZ,DEMOCRAT,163590,232114,FALSE
2016,CA,38,RYAN DOWNING,REPUBLICAN,68524,232114,FALSE
2016,CA,39,BRETT MURDOCK,DEMOCRAT,112679,263456,FALSE
2016,CA,39,EDWARD R. ROYCE,REPUBLICAN,150777,263456,FALSE
2016,CA,40,ROMAN GABRIEL GONZALEZ,NONE,42743,149297,FALSE
2016,CA,40,LUCILLE ROYBAL-ALLARD,DEMOCRAT,106554,149297,FALSE
2016,CA,41,DOUG SHEPHERD,REPUBLICAN,69159,197323,FALSE
2016,CA,41,MARK TAKANO,DEMOCRAT,128164,197323,FALSE
2016,CA,42,TIM SHERIDAN,DEMOCRAT,104689,254236,FALSE
2016,CA,42,KEN CALVERT,REPUBLICAN,149547,254236,FALSE
2016,CA,43,MAXINE WATERS,DEMOCRAT,167017,219516,FALSE
2016,CA,43,OMAR NAVARRO,REPUBLICAN,52499,219516,FALSE
2016,CA,44,NANETTE DIAZ BARRAG�___�__�N,DEMOCRAT,93124,178413,FALSE
2016,CA,44,ISADORE HALL III,DEMOCRAT,85289,178413,FALSE
2016,CA,45,RON VARASTEH,DEMOCRAT,129231,311849,FALSE
2016,CA,45,MIMI WALTERS,REPUBLICAN,182618,311849,FALSE
2016,CA,46,BAO NGUYEN,DEMOCRAT,49345,164593,FALSE
2016,CA,46,LOU CORREA,DEMOCRAT,115248,164593,FALSE
2016,CA,47,ANDY WHALLON,REPUBLICAN,88109,242868,FALSE
2016,CA,47,ALAN S. LOWENTHAL,DEMOCRAT,154759,242868,FALSE
2016,CA,48,DANA ROHRABACHER,REPUBLICAN,178701,306416,FALSE
2016,CA,48,SUZANNE SAVARY,DEMOCRAT,127715,306416,FALSE
2016,CA,49,DARRELL E. ISSA,REPUBLICAN,155888,310155,FALSE
2016,CA,49,DOUG APPLEGATE,DEMOCRAT,154267,310155,FALSE
2016,CA,50,DUNCAN HUNTER,REPUBLICAN,179937,283583,FALSE
2016,CA,50,PATRICK MALLOY,DEMOCRAT,103646,283583,FALSE
2016,CA,51,"JUAN M. HIDALGO, JR.",REPUBLICAN,54362,199524,FALSE
2016,CA,51,JUAN VARGAS,DEMOCRAT,145162,199524,FALSE
2016,CA,52,DENISE GITSHAM,REPUBLICAN,139403,320656,FALSE
2016,CA,52,SCOTT H. PETERS,DEMOCRAT,181253,320656,FALSE
2016,CA,53,JAMES VELTMEYER,REPUBLICAN,97968,296956,FALSE
2016,CA,53,SUSAN A. DAVIS,DEMOCRAT,198988,296956,FALSE
2016,CO,1,DIANA DEGETTE,DEMOCRAT,257254,379036,FALSE
2016,CO,1,DARRELL DINGES,LIBERTARIAN,16752,379036,FALSE
2016,CO,1,"CHARLES """"CASPER"""" STOCKHAM",REPUBLICAN,105030,379036,FALSE
2016,CO,2,JARED POLIS,DEMOCRAT,260175,457312,FALSE
2016,CO,2,RICHARD LONGSTRETH,LIBERTARIAN,27136,457312,FALSE
2016,CO,2,NICHOLAS MORSE,REPUBLICAN,170001,457312,FALSE
2016,CO,3,GAYLON KENT,LIBERTARIAN,18903,374037,FALSE
2016,CO,3,SCOTT R. TIPTON,REPUBLICAN,204220,374037,FALSE
2016,CO,3,GAIL SCHWARTZ,DEMOCRAT,150914,374037,FALSE
2016,CO,4,KEN BUCK,REPUBLICAN,248230,390633,FALSE
2016,CO,4,BRUCE GRIFFITH,LIBERTARIAN,18761,390633,FALSE
2016,CO,4,BOB SEAY,DEMOCRAT,123642,390633,FALSE
2016,CO,5,DOUG LAMBORN,REPUBLICAN,225445,361993,FALSE
2016,CO,5,MISTY PLOWRIGHT,DEMOCRAT,111676,361993,FALSE
2016,CO,5,MIKE MCREDMOND,LIBERTARIAN,24872,361993,FALSE
2016,CO,6,MIKE COFFMAN,REPUBLICAN,191626,376417,FALSE
2016,CO,6,NORM OLSEN,LIBERTARIAN,18778,376417,FALSE
2016,CO,6,MORGAN CARROLL,DEMOCRAT,160372,376417,FALSE
2016,CO,6,ROBERT LEE WORTHEY,GREEN,5641,376417,FALSE
2016,CO,7,ED PERLMUTTER,DEMOCRAT,199758,362010,FALSE
2016,CO,7,MARTIN L. BUCHANAN,LIBERTARIAN,18186,362010,FALSE
2016,CO,7,GEORGE ATHANASOPOULOS,REPUBLICAN,144066,362010,FALSE
2016,CT,2,DANIEL REALE,LIBERTARIAN,4949,330257,FALSE
2016,CT,2,JONATHAN PELTO,GREEN,5332,330257,FALSE
2016,CT,2,,,9,330257,FALSE
2016,CT,2,DARIA NOVAK,REPUBLICAN,111149,330257,FALSE
2016,CT,3,,,3,309379,FALSE
2016,CT,3,,,18,309379,FALSE
2016,CT,3,ANGEL CADENA,REPUBLICAN,95786,309379,FALSE
2016,CT,4,JAMES A. HIMES,DEMOCRAT,187811,313540,FALSE
2016,CT,4,,,5,313540,FALSE
2016,CT,5,,,1,309082,FALSE
2016,CT,5,,,28,309082,FALSE
2016,DE,0,HANS REIGLE,REPUBLICAN,172301,420617,FALSE
2016,DE,0,LISA BLUNT ROCHESTER,DEMOCRAT,233554,420617,FALSE
2016,DE,0,MARK J. PERRI,GREEN,8326,420617,FALSE
2016,DE,0,SCOTT A. GESTY,LIBERTARIAN,6436,420617,FALSE
2016,FL,1,MATT GAETZ,REPUBLICAN,255107,369186,FALSE
2016,FL,1,STEVEN SPECHT,DEMOCRAT,114079,369186,FALSE
2016,FL,2,WALTER DARTLAND,DEMOCRAT,102801,343362,FALSE
2016,FL,2,,,3,343362,FALSE
2016,FL,2,ROB LAPHAM,LIBERTARIAN,9395,343362,FALSE
2016,FL,2,NEAL DUNN,REPUBLICAN,231163,343362,FALSE
2016,FL,3,"KENNETH """"KEN"""" MCGURN",DEMOCRAT,136338,342700,FALSE
2016,FL,3,TED S. YOHO,REPUBLICAN,193843,342700,FALSE
2016,FL,3,TOM WELLS,NONE,12519,342700,FALSE
2016,FL,4,,,11,409662,FALSE
2016,FL,4,DAVID E. BRUDERLY,DEMOCRAT,113088,409662,FALSE
2016,FL,4,JOHN RUTHERFORD,REPUBLICAN,287509,409662,FALSE
2016,FL,4,GARY L. KONIZ,NONE,9054,409662,FALSE
2016,FL,5,GLO SMITH,REPUBLICAN,108325,302874,FALSE
2016,FL,5,AL LAWSON,DEMOCRAT,194549,302874,FALSE
2016,FL,6,"WILLIAM """"BILL"""" MCCULLOUGH",DEMOCRAT,151051,364570,FALSE
2016,FL,6,RON DESANTIS,REPUBLICAN,213519,364570,FALSE
2016,FL,7,,,33,353655,FALSE
2016,FL,7,JOHN L. MICA,REPUBLICAN,171583,353655,FALSE
2016,FL,7,STEPHANIE MURPHY,DEMOCRAT,182039,353655,FALSE
2016,FL,8,CORRY WESTBROOK,DEMOCRAT,127127,390561,FALSE
2016,FL,8,BILL STINSON,NONE,16951,390561,FALSE
2016,FL,8,BILL POSEY,REPUBLICAN,246483,390561,FALSE
2016,FL,9,DARREN SOTO,DEMOCRAT,195311,339761,FALSE
2016,FL,9,WAYNE LIEBNITZKY,REPUBLICAN,144450,339761,FALSE
2016,FL,10,VAL DEMINGS,DEMOCRAT,198491,305989,FALSE
2016,FL,10,THUY LOWE,REPUBLICAN,107498,305989,FALSE
2016,FL,11,DAVE KOLLER,DEMOCRAT,124713,394719,FALSE
2016,FL,11,DANIEL WEBSTER,REPUBLICAN,258016,394719,FALSE
2016,FL,11,BRUCE RAY RIGGS,NONE,11990,394719,FALSE
2016,FL,12,GUS M. BILIRAKIS,REPUBLICAN,253559,369669,FALSE
2016,FL,12,ROBERT MATTHEW TAGER,DEMOCRAT,116110,369669,FALSE
2016,FL,13,CHARLIE CRIST,DEMOCRAT,184693,355842,FALSE
2016,FL,13,DAVID W JOLLY,REPUBLICAN,171149,355842,FALSE
2016,FL,14,KATHY CASTOR,DEMOCRAT,195789,316877,FALSE
2016,FL,14,CHRISTINE QUINN,REPUBLICAN,121088,316877,FALSE
2016,FL,15,DENNIS A. ROSS,REPUBLICAN,182999,318474,FALSE
2016,FL,15,JIM LANGE,DEMOCRAT,135475,318474,FALSE
2016,FL,16,VERN BUCHANAN,REPUBLICAN,230654,385916,FALSE
2016,FL,16,JAN SCHNEIDER,DEMOCRAT,155262,385916,FALSE
2016,FL,17,APRIL FREEMAN,DEMOCRAT,115974,338675,FALSE
2016,FL,17,THOMAS J. ROONEY,REPUBLICAN,209348,338675,FALSE
2016,FL,17,JOHN W. SAWYER III,NONE,13353,338675,FALSE
2016,FL,18,,,9,375918,FALSE
2016,FL,18,BRIAN MAST,REPUBLICAN,201488,375918,FALSE
2016,FL,18,CARLA SPALDING,NONE,12503,375918,FALSE
2016,FL,18,RANDY PERKINS,DEMOCRAT,161918,375918,FALSE
2016,FL,19,FRANCIS ROONEY,REPUBLICAN,239225,363166,FALSE
2016,FL,19,,,20,363166,FALSE
2016,FL,19,,,109,363166,FALSE
2016,FL,19,ROBERT M. NEELD,DEMOCRAT,123812,363166,FALSE
2016,FL,20,GARY STEIN,REPUBLICAN,54646,277560,FALSE
2016,FL,20,ALCEE L. HASTINGS,DEMOCRAT,222914,277560,FALSE
2016,FL,21,PAUL SPAIN,REPUBLICAN,118038,335861,FALSE
2016,FL,21,LOIS FRANKEL,DEMOCRAT,210606,335861,FALSE
2016,FL,21,"W. MICHAEL """"MIKE"""" TROUT",NONE,7217,335861,FALSE
2016,FL,22,ANDREA LEIGH MCGEE,REPUBLICAN,138737,337850,FALSE
2016,FL,22,THEODORE E. DEUTCH,DEMOCRAT,199113,337850,FALSE
2016,FL,23,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,183225,323120,FALSE
2016,FL,23,DON ENDRISS,NONE,5180,323120,FALSE
2016,FL,23,LYLE MILSTEIN,NONE,3897,323120,FALSE
2016,FL,23,"JOSEPH """"JOE"""" KAUFMAN",REPUBLICAN,130818,323120,FALSE
2016,FL,24,FREDERICA S. WILSON,DEMOCRAT,0,0,FALSE
2016,FL,25,ALINA VALDES,DEMOCRAT,95319,253240,FALSE
2016,FL,25,MARIO DIAZ-BALART,REPUBLICAN,157921,253240,FALSE
2016,FL,26,JOSE PEIXOTO,NONE,16502,280542,FALSE
2016,FL,26,CARLOS CURBELO,REPUBLICAN,148547,280542,FALSE
2016,FL,26,JOE GARCIA,DEMOCRAT,115493,280542,FALSE
2016,FL,27,ILEANA ROS-LEHTINEN,REPUBLICAN,157917,287677,FALSE
2016,FL,27,SCOTT FUHRMAN,DEMOCRAT,129760,287677,FALSE
2016,GA,1,,,869,211112,FALSE
2016,GA,1,"EARL L. """"BUDDY"""" CARTER",REPUBLICAN,210243,211112,FALSE
2016,GA,2,"SANFORD D. BISHOP, JR.",DEMOCRAT,148543,242599,FALSE
2016,GA,2,GREG DUKE,REPUBLICAN,94056,242599,FALSE
2016,GA,3,ANGELA PENDLEY,DEMOCRAT,95969,303187,FALSE
2016,GA,3,DREW FERGUSON,REPUBLICAN,207218,303187,FALSE
2016,GA,4,"HENRY C. """"HANK"""" JOHNSON, JR.",DEMOCRAT,220146,290739,FALSE
2016,GA,4,VICTOR ARMENDARIZ,REPUBLICAN,70593,290739,FALSE
2016,GA,5,DOUGLAS BELL,REPUBLICAN,46768,300549,FALSE
2016,GA,5,JOHN LEWIS,DEMOCRAT,253781,300549,FALSE
2016,GA,6,RODNEY STOOKSBURY,DEMOCRAT,124917,326005,FALSE
2016,GA,6,TOM PRICE,REPUBLICAN,201088,326005,FALSE
2016,GA,7,RASHID MALIK,DEMOCRAT,114220,288301,FALSE
2016,GA,7,ROB WOODALL,REPUBLICAN,174081,288301,FALSE
2016,GA,8,AUSTIN SCOTT,REPUBLICAN,173983,257208,FALSE
2016,GA,8,JAMES NEAL HARRIS,DEMOCRAT,83225,257208,FALSE
2016,GA,9,DOUG COLLINS,REPUBLICAN,256535,256535,FALSE
2016,GA,10,,,210,244821,FALSE
2016,GA,10,JODY B. HICE,REPUBLICAN,243725,244821,FALSE
2016,GA,10,,,886,244821,FALSE
2016,GA,11,BARRY LOUDERMILK,REPUBLICAN,217935,323318,FALSE
2016,GA,11,DON WILSON,DEMOCRAT,105383,323318,FALSE
2016,GA,12,RICK W. ALLEN,REPUBLICAN,159492,258912,FALSE
2016,GA,12,PATRICIA C. MCCRACKEN,DEMOCRAT,99420,258912,FALSE
2016,GA,13,DAVID SCOTT,DEMOCRAT,252833,252833,FALSE
2016,GA,14,TOM GRAVES,REPUBLICAN,216743,216743,FALSE
2016,HI,1,"CALVIN """"G"""" GRIFFIN",NONE,4381,213531,FALSE
2016,HI,1,BLANK VOTE,,11013,213531,FALSE
2016,HI,1,COLLEEN WAKAKO HANABUSA,DEMOCRAT,145417,213531,FALSE
2016,HI,1,OVER VOTE,,161,213531,FALSE
2016,HI,1,ALAN J. K. YIM,LIBERTARIAN,6601,213531,FALSE
2016,HI,1,"SHIRLENE D. """"SHIRL"""" OSTROV",REPUBLICAN,45958,213531,FALSE
2016,HI,2,ANGELA AULANI KAAIHUE,REPUBLICAN,39668,224133,FALSE
2016,HI,2,BLANK VOTE,,13483,224133,FALSE
2016,HI,2,TULSI GABBARD,DEMOCRAT,170848,224133,FALSE
2016,HI,2,OVER VOTE,,134,224133,FALSE
2016,ID,1,RA_L R. LABRADOR,REPUBLICAN,242252,355357,FALSE
2016,ID,1,,,53,355357,FALSE
