year,state_po,district,candidate,party,candidatevotes,totalvotes,fusion_ticket
2012,OH,4,JIM JORDAN,REPUBLICAN,182643,312998,FALSE
2012,OH,5,ROBERT E. LATTA,REPUBLICAN,201514,351878,FALSE
2012,OH,5,ERIC EBERLY,LIBERTARIAN,12558,351878,FALSE
2012,OH,5,ANGELA ZIMMANN,DEMOCRAT,137806,351878,FALSE
2012,OH,6,BILL JOHNSON,REPUBLICAN,164536,308980,FALSE
2012,OH,6,CHARLIE WILSON,DEMOCRAT,144444,308980,FALSE
2012,OH,7,BOB GIBBS,REPUBLICAN,178104,315812,FALSE
2012,OH,7,JOYCE R. HEALY-ABRAMS,DEMOCRAT,137708,315812,FALSE
2012,OH,8,,,1938,248316,FALSE
2012,OH,8,JOHN A. BOEHNER,REPUBLICAN,246378,248316,FALSE
2012,OH,9,MARCY KAPTUR,DEMOCRAT,217771,298164,FALSE
2012,OH,9,SAMUEL J. WURZELBACHER,REPUBLICAN,68668,298164,FALSE
2012,OH,9,SEAN P. STIPE,LIBERTARIAN,11725,298164,FALSE
2012,OH,10,DAVID A. HARLOW,LIBERTARIAN,10373,349671,FALSE
2012,OH,10,MICHAEL R. TURNER,REPUBLICAN,208201,349671,FALSE
2012,OH,10,SHAREN SWARTZ NEUHARDT,DEMOCRAT,131097,349671,FALSE
2012,OH,11,MARCIA L. FUDGE,DEMOCRAT,258359,258359,FALSE
2012,OH,12,JIM REESE,DEMOCRAT,134605,368474,FALSE
2012,OH,12,PATRICK J. TIBERI,REPUBLICAN,233869,368474,FALSE
2012,OH,13,TIM RYAN,DEMOCRAT,235492,323612,FALSE
2012,OH,13,MARISHA G. AGANA,REPUBLICAN,88120,323612,FALSE
2012,OH,14,,,1,339894,FALSE
2012,OH,14,DALE VIRGIL BLANCHARD,DEMOCRAT,131637,339894,FALSE
2012,OH,14,DAVID MACKO,LIBERTARIAN,11536,339894,FALSE
2012,OH,14,ELAINE R. MASTROMATTEO,GREEN,13038,339894,FALSE
2012,OH,14,,,5,339894,FALSE
2012,OH,14,DAVID P. JOYCE,REPUBLICAN,183657,339894,FALSE
2012,OH,14,,,20,339894,FALSE
2012,OH,15,STEVE STIVERS,REPUBLICAN,205274,333462,FALSE
2012,OH,15,PAT LANG,DEMOCRAT,128188,333462,FALSE
2012,OH,16,BETTY SUTTON,DEMOCRAT,170600,355765,FALSE
2012,OH,16,JAMES B. RENACCI,REPUBLICAN,185165,355765,FALSE
2012,OK,1,JOHN OLSON,DEMOCRAT,91421,285312,FALSE
2012,OK,1,JIM BRIDENSTINE,REPUBLICAN,181084,285312,FALSE
2012,OK,1,CRAIG ALLEN,INDEPENDENT,12807,285312,FALSE
2012,OK,2,ROB WALLACE,DEMOCRAT,96081,250612,FALSE
2012,OK,2,MARKWAYNE MULLIN,REPUBLICAN,143701,250612,FALSE
2012,OK,2,MICHAEL G. FULKS,INDEPENDENT,10830,250612,FALSE
2012,OK,3,TIMOTHY RAY MURRAY,DEMOCRAT,53472,268003,FALSE
2012,OK,3,WILLIAM M. SANDERS,INDEPENDENT,12787,268003,FALSE
2012,OK,3,FRANK D. LUCAS,REPUBLICAN,201744,268003,FALSE
2012,OK,4,R. J. HARRIS,INDEPENDENT,11745,260331,FALSE
2012,OK,4,DONNA MARIE BEBO,DEMOCRAT,71846,260331,FALSE
2012,OK,4,TOM COLE,REPUBLICAN,176740,260331,FALSE
2012,OK,5,PAT MARTIN,INDEPENDENT,5394,261677,FALSE
2012,OK,5,JAMES LANKFORD,REPUBLICAN,153603,261677,FALSE
2012,OK,5,TOM GUILD,DEMOCRAT,97504,261677,FALSE
2012,OK,5,ROBERT T. MURPHY,INDEPENDENT,5176,261677,FALSE
2012,OR,1,BOB EKSTROM,CONSTITUTION,8918,331980,FALSE
2012,OR,1,DELINDA MORGAN,REPUBLICAN,109699,331980,FALSE
2012,OR,1,SUZANNE BONAMICI,DEMOCRAT,197845,331980,FALSE
2012,OR,1,OTHER,,509,331980,FALSE
2012,OR,1,STEVEN REYNOLDS,PROGRESSIVE,15009,331980,FALSE
2012,OR,2,JOYCE B. SEGERS,DEMOCRAT,96741,332255,FALSE
2012,OR,2,OTHER,,446,332255,FALSE
2012,OR,2,JOE TABOR,LIBERTARIAN,7025,332255,FALSE
2012,OR,2,GREG WALDEN,REPUBLICAN,228043,332255,FALSE
2012,OR,3,RONALD GREEN,REPUBLICAN,70325,355875,FALSE
2012,OR,3,MICHAEL CLINE,LIBERTARIAN,6640,355875,FALSE
2012,OR,3,EARL BLUMENAUER,DEMOCRAT,264979,355875,FALSE
2012,OR,3,OTHER,,772,355875,FALSE
2012,OR,3,WOODROW BROADNAX,PACIFIC GREEN,13159,355875,FALSE
2012,OR,4,PETER A. DEFAZIO,DEMOCRAT,212866,360088,FALSE
2012,OR,4,ART ROBINSON,REPUBLICAN,140549,360088,FALSE
2012,OR,4,OTHER,,468,360088,FALSE
2012,OR,4,CHUCK HUNTTING,LIBERTARIAN,6205,360088,FALSE
2012,OR,5,CHRISTINA JEAN LUGO,PACIFIC GREEN,7516,327970,FALSE
2012,OR,5,OTHER,,402,327970,FALSE
2012,OR,5,RAYMOND BALDWIN,CONSTITUTION,3600,327970,FALSE
2012,OR,5,KURT SCHRADER,DEMOCRAT,177229,327970,FALSE
2012,OR,5,FRED THOMPSON,REPUBLICAN,139223,327970,FALSE
2012,PA,1,JOHN FEATHERMAN,REPUBLICAN,41708,277102,FALSE
2012,PA,1,ROBERT A. BRADY,DEMOCRAT,235394,277102,FALSE
2012,PA,2,JAMES FOSTER,INDEPENDENT,4829,356386,FALSE
2012,PA,2,"ROBERT ALLEN MANSFIELD, JR.",REPUBLICAN,33381,356386,FALSE
2012,PA,2,CHAKA FATTAH,DEMOCRAT,318176,356386,FALSE
2012,PA,3,MISSA EATON,DEMOCRAT,123933,302514,FALSE
2012,PA,3,MIKE KELLY,REPUBLICAN,165826,302514,FALSE
2012,PA,3,STEVEN PORTER,INDEPENDENT,12755,302514,FALSE
2012,PA,4,MICHAEL BRYANT KOFFENBERGER,LIBERTARIAN,6210,303980,FALSE
2012,PA,4,SCOTT PERRY,REPUBLICAN,181603,303980,FALSE
2012,PA,4,WAYNE W. WOLFF,INDEPENDENT,11524,303980,FALSE
2012,PA,4,HARRY PERKINSON,DEMOCRAT,104643,303980,FALSE
2012,PA,5,CHARLES DUMAS,DEMOCRAT,104725,282465,FALSE
2012,PA,5,GLENN THOMPSON,REPUBLICAN,177740,282465,FALSE
2012,PA,6,MANAN M. TRIVEDI,DEMOCRAT,143803,335528,FALSE
2012,PA,6,JIM GERLACH,REPUBLICAN,191725,335528,FALSE
2012,PA,7,GEORGE BADEY,DEMOCRAT,143509,353451,FALSE
2012,PA,7,PATRICK MEEHAN,REPUBLICAN,209942,353451,FALSE
2012,PA,8,KATHY BOOCKVAR,DEMOCRAT,152859,352238,FALSE
2012,PA,8,MICHAEL G. FITZPATRICK,REPUBLICAN,199379,352238,FALSE
2012,PA,9,BILL SHUSTER,REPUBLICAN,169177,274305,FALSE
2012,PA,9,KAREN RAMSBURG,DEMOCRAT,105128,274305,FALSE
2012,PA,10,PHILIP SCOLLO,DEMOCRAT,94227,273790,FALSE
2012,PA,10,TOM MARINO,REPUBLICAN,179563,273790,FALSE
2012,PA,11,LOU BARLETTA,REPUBLICAN,166967,285198,FALSE
2012,PA,11,GENE STILP,DEMOCRAT,118231,285198,FALSE
2012,PA,12,MARK S. CRITZ,DEMOCRAT,163589,338941,FALSE
2012,PA,12,KEITH J. ROTHFUS,REPUBLICAN,175352,338941,FALSE
2012,PA,13,ALLYSON Y. SCHWARTZ,DEMOCRAT,209901,303819,FALSE
2012,PA,13,JOSEPH JAMES ROONEY,REPUBLICAN,93918,303819,FALSE
2012,PA,14,HANS LESSMANN,REPUBLICAN,75702,327634,FALSE
2012,PA,14,MICHAEL F. DOYLE,DEMOCRAT,251932,327634,FALSE
2012,PA,15,CHARLES W. DENT,REPUBLICAN,168960,297724,FALSE
2012,PA,15,RICK DAUGHERTY,DEMOCRAT,128764,297724,FALSE
2012,PA,16,JOHN A. MURPHY,INDEPENDENT,12250,284781,FALSE
2012,PA,16,JAMES F. BEDNARSKI,BEDNARSKI FOR CONGRESS,5154,284781,FALSE
2012,PA,16,JOSEPH R. PITTS,REPUBLICAN,156192,284781,FALSE
2012,PA,16,ARYANNA C. STRADER,DEMOCRAT,111185,284781,FALSE
2012,PA,17,MATTHEW A. CARTWRIGHT,DEMOCRAT,161393,267601,FALSE
2012,PA,17,LAUREEN A. CUMMINGS,REPUBLICAN,106208,267601,FALSE
2012,PA,18,LARRY MAGGI,DEMOCRAT,122146,338873,FALSE
2012,PA,18,TIM MURPHY,REPUBLICAN,216727,338873,FALSE
2012,RI,1,BRENDAN P. DOHERTY,REPUBLICAN,83737,205115,FALSE
2012,RI,1,,,262,205115,FALSE
2012,RI,1,DAVID S. VOGEL,INDEPENDENT,12504,205115,FALSE
2012,RI,1,DAVID N. CICILLINE,DEMOCRAT,108612,205115,FALSE
2012,RI,2,MICHAEL G. RILEY,REPUBLICAN,78189,222660,FALSE
2012,RI,2,,,192,222660,FALSE
2012,RI,2,JAMES R. LANGEVIN,DEMOCRAT,124067,222660,FALSE
2012,RI,2,ABEL G. COLLINS,INDEPENDENT,20212,222660,FALSE
2012,SC,1,KEITH BLANDFORD,LIBERTARIAN,6334,290013,FALSE
2012,SC,1,TIM SCOTT,REPUBLICAN,179908,290013,FALSE
2012,SC,1,,,214,290013,FALSE
2012,SC,2,,,7602,203718,FALSE
2012,SC,2,JOE WILSON,REPUBLICAN,196116,203718,FALSE
2012,SC,3,JEFF DUNCAN,REPUBLICAN,169512,254763,FALSE
2012,SC,3,BRIAN RYAN B. DOYLE,DEMOCRAT,84735,254763,FALSE
2012,SC,3,,,516,254763,FALSE
2012,SC,4,JEFF SUMEREL,GREEN,3390,266884,FALSE
2012,SC,4,,,329,266884,FALSE
2012,SC,4,TREY GOWDY,REPUBLICAN,173201,266884,FALSE
2012,SC,5,MICK MULVANEY,REPUBLICAN,154324,278003,FALSE
2012,SC,5,,,236,278003,FALSE
2012,SC,6,NAMMU Y. MUHAMMAD,GREEN,12920,233615,FALSE
2012,SC,6,JAMES E. CLYBURN,DEMOCRAT,218717,233615,FALSE
2012,SC,6,,,1978,233615,FALSE
2012,SC,7,,,281,275738,FALSE
2012,SC,7,TOM RICE,REPUBLICAN,153068,275738,FALSE
2012,SD,0,KRISTI L. NOEM,REPUBLICAN,207640,361429,FALSE
2012,SD,0,MATT VARILEK,DEMOCRAT,153789,361429,FALSE
2012,TN,1,ALAN WOODRUFF,DEMOCRAT,47663,239672,FALSE
2012,TN,1,MICHAEL D. SALYER,INDEPENDENT,2048,239672,FALSE
2012,TN,1,ROBERT N. SMITH,GREEN,2872,239672,FALSE
2012,TN,1,KAREN SHERRY BRACKETT,INDEPENDENT,4837,239672,FALSE
2012,TN,1,DAVID P. ROE,REPUBLICAN,182252,239672,FALSE
2012,TN,2,BRANDON STEWART,INDEPENDENT,2974,264505,FALSE
2012,TN,2,NORRIS DRYER,GREEN,5733,264505,FALSE
2012,TN,2,"JOHN J. DUNCAN, JR.",REPUBLICAN,196894,264505,FALSE
2012,TN,2,TROY CHRISTOPHER GOODALE,DEMOCRAT,54522,264505,FALSE
2012,TN,2,GREG SAMPLES,INDEPENDENT,4382,264505,FALSE
2012,TN,3,MARY M. HEADRICK,DEMOCRAT,91094,256909,FALSE
2012,TN,3,MATTHEW DENISTON,INDEPENDENT,7905,256909,FALSE
2012,TN,3,,,18,256909,FALSE
2012,TN,3,,,62,256909,FALSE
2012,TN,3,"CHARLES J. """"CHUCK"""" FLEISCHMANN",REPUBLICAN,157830,256909,FALSE
2012,TN,4,SCOTT DESJARLAIS,REPUBLICAN,128568,230590,FALSE
2012,TN,4,ERIC STEWART,DEMOCRAT,102022,230590,FALSE
2012,TN,5,BRAD STAATS,REPUBLICAN,86240,263095,FALSE
2012,TN,5,,,12,263095,FALSE
2012,TN,5,JOHN MIGLIETTA,GREEN,5222,263095,FALSE
2012,TN,5,JIM COOPER,DEMOCRAT,171621,263095,FALSE
2012,TN,6,DIANE BLACK,REPUBLICAN,184383,241241,FALSE
2012,TN,6,,,4,241241,FALSE
2012,TN,6,,,455,241241,FALSE
2012,TN,6,SCOTT BEASLEY,INDEPENDENT,34766,241241,FALSE
2012,TN,6,PAT RILEY,GREEN,21633,241241,FALSE
2012,TN,7,CREDO AMOUZOUVIK,DEMOCRAT,61679,257306,FALSE
2012,TN,7,MARSHA BLACKBURN,REPUBLICAN,182730,257306,FALSE
2012,TN,7,JACK ARNOLD,INDEPENDENT,4256,257306,FALSE
2012,TN,7,"LEONARD D. """"LENNY"""" LADNER",INDEPENDENT,1261,257306,FALSE
2012,TN,7,WM. RYAN AKIN,INDEPENDENT,2740,257306,FALSE
2012,TN,7,HOWARD SWITZER,GREEN,4640,257306,FALSE
2012,TN,8,STEPHEN LEE FINCHER,REPUBLICAN,190923,279422,FALSE
2012,TN,8,TIMOTHY D. DIXON,DEMOCRAT,79490,279422,FALSE
2012,TN,8,MARK J. RAWLES,INDEPENDENT,2870,279422,FALSE
2012,TN,8,JAMES HART,INDEPENDENT,6139,279422,FALSE
2012,TN,9,BRIAN L. SAULSBERRY,INDEPENDENT,1448,250987,FALSE
2012,TN,9,"GEORGE S. FLINN, JR.",REPUBLICAN,59742,250987,FALSE
2012,TN,9,,,2,250987,FALSE
2012,TN,9,,,1,250987,FALSE
2012,TN,9,STEVE COHEN,DEMOCRAT,188422,250987,FALSE
2012,TN,9,GREGORY M. JOINER,INDEPENDENT,1372,250987,FALSE
2012,TX,1,LOUIE GOHMERT,REPUBLICAN,178322,249658,FALSE
2012,TX,1,CLARK PATTERSON,LIBERTARIAN,4114,249658,FALSE
2012,TX,1,SHIRLEY J. MCKELLAR,DEMOCRAT,67222,249658,FALSE
2012,TX,2,KENNETH DUNCAN,LIBERTARIAN,4140,246328,FALSE
2012,TX,2,TED POE,REPUBLICAN,159664,246328,FALSE
2012,TX,2,JIM DOUGHERTY,DEMOCRAT,80512,246328,FALSE
2012,TX,2,MARK A. ROBERTS,GREEN,2012,246328,FALSE
2012,TX,3,SAM JOHNSON,REPUBLICAN,187180,187180,FALSE
2012,TX,4,THOMAS GRIFFING,LIBERTARIAN,7262,250343,FALSE
2012,TX,4,FRED ROSTEK,,188,250343,FALSE
2012,TX,4,VALINDA HATHCOX,DEMOCRAT,60214,250343,FALSE
2012,TX,4,RALPH M. HALL,REPUBLICAN,182679,250343,FALSE
2012,TX,5,JEB HENSARLING,REPUBLICAN,134091,208230,FALSE
2012,TX,5,KEN ASHBY,LIBERTARIAN,4961,208230,FALSE
2012,TX,5,LINDA S. MROSKO,DEMOCRAT,69178,208230,FALSE
2012,TX,6,HUGH CHAUVIN,LIBERTARIAN,4847,249936,FALSE
2012,TX,6,JOE BARTON,REPUBLICAN,145019,249936,FALSE
2012,TX,6,KENNETH SANDERS,DEMOCRAT,98053,249936,FALSE
2012,TX,6,BRANDON PARMER,GREEN,2017,249936,FALSE
2012,TX,7,JAMES CARGAS,DEMOCRAT,85553,234837,FALSE
2012,TX,7,DREW PARKS,LIBERTARIAN,4669,234837,FALSE
2012,TX,7,LANCE FINDLEY,GREEN,1822,234837,FALSE
2012,TX,7,JOHN ABNEY CULBERSON,REPUBLICAN,142793,234837,FALSE
2012,TX,8,ROY HALL,LIBERTARIAN,5958,251052,FALSE
2012,TX,8,KEVIN BRADY,REPUBLICAN,194043,251052,FALSE
2012,TX,8,NEIL BURNS,DEMOCRAT,51051,251052,FALSE
2012,TX,9,AL GREEN,DEMOCRAT,144075,183566,FALSE
2012,TX,9,STEVE MUELLER,REPUBLICAN,36139,183566,FALSE
2012,TX,9,JOHN WIEDER,LIBERTARIAN,1609,183566,FALSE
2012,TX,9,VANESSA FOSTER,GREEN,1743,183566,FALSE
2012,TX,10,MICHAEL T. MCCAUL,REPUBLICAN,159783,264019,FALSE
2012,TX,10,RICHARD PRIEST,LIBERTARIAN,8526,264019,FALSE
2012,TX,10,TAWANA W. CADIEN,DEMOCRAT,95710,264019,FALSE
2012,TX,11,JIM RILEY,DEMOCRAT,41970,226023,FALSE
2012,TX,11,SCOTT J. BALLARD,LIBERTARIAN,6311,226023,FALSE
2012,TX,11,K. MICHAEL CONAWAY,REPUBLICAN,177742,226023,FALSE
2012,TX,12,MATTHEW SOLODOW,LIBERTARIAN,5983,247712,FALSE
2012,TX,12,DAVE ROBINSON,DEMOCRAT,66080,247712,FALSE
2012,TX,12,KAY GRANGER,REPUBLICAN,175649,247712,FALSE
2012,TX,13,KEITH F. HOUSTON,GREEN,5912,206388,FALSE
2012,TX,13,MAC THORNBERRY,REPUBLICAN,187775,206388,FALSE
2012,TX,13,JOHN ROBERT DEEK,LIBERTARIAN,12701,206388,FALSE
2012,TX,14,NICK LAMPSON,DEMOCRAT,109697,245839,FALSE
2012,TX,14,RHETT ROSENQUEST SMITH,GREEN,1063,245839,FALSE
2012,TX,14,ZACH GRADY,LIBERTARIAN,3619,245839,FALSE
2012,TX,14,RANDY WEBER,REPUBLICAN,131460,245839,FALSE
2012,TX,15,RON FINCH,LIBERTARIAN,3309,146661,FALSE
2012,TX,15,DALE A. BRUEGGEMANN,REPUBLICAN,54056,146661,FALSE
2012,TX,15,RUB_N HINOJOSA,DEMOCRAT,89296,146661,FALSE
2012,TX,16,BARBARA CARRASCO,REPUBLICAN,51043,155005,FALSE
2012,TX,16,BETO O'ROURKE,DEMOCRAT,101403,155005,FALSE
2012,TX,16,JUNART SODOY,LIBERTARIAN,2559,155005,FALSE
2012,TX,17,BEN EASTON,LIBERTARIAN,35978,179262,FALSE
2012,TX,17,BILL FLORES,REPUBLICAN,143284,179262,FALSE
2012,TX,18,SHEILA JACKSON LEE,DEMOCRAT,146223,194932,FALSE
2012,TX,18,CHRISTOPHER BARBER,LIBERTARIAN,4694,194932,FALSE
2012,TX,18,SEAN SEIBERT,REPUBLICAN,44015,194932,FALSE
2012,TX,19,"RICHARD """"CHIP"""" PETERSON",LIBERTARIAN,28824,192063,FALSE
2012,TX,19,RANDY NEUGEBAUER,REPUBLICAN,163239,192063,FALSE
2012,TX,20,DAVID ROSA,REPUBLICAN,62376,186177,FALSE
2012,TX,20,ANTONIO DIAZ,GREEN,1626,186177,FALSE
2012,TX,20,"A. E. """"TRACY"""" POTTS",LIBERTARIAN,3143,186177,FALSE
2012,TX,20,JOAQUIN CASTRO,DEMOCRAT,119032,186177,FALSE
2012,TX,21,LAMAR SMITH,REPUBLICAN,187015,308865,FALSE
2012,TX,21,CANDACE E. DUVAL,DEMOCRAT,109326,308865,FALSE
2012,TX,21,JOHN-HENRY LIBERTY,LIBERTARIAN,12524,308865,FALSE
2012,TX,22,DON COOK,GREEN,4054,250911,FALSE
2012,TX,22,PETE OLSON,REPUBLICAN,160668,250911,FALSE
2012,TX,22,STEVEN SUSMAN,LIBERTARIAN,5986,250911,FALSE
2012,TX,22,KESHA ROGERS,DEMOCRAT,80203,250911,FALSE
2012,TX,23,PETE P. GALLEGO,DEMOCRAT,96676,192169,FALSE
2012,TX,23,"FRANCISCO """"QUICO"""" CANSECO",REPUBLICAN,87547,192169,FALSE
2012,TX,23,ED SCHARF,GREEN,2105,192169,FALSE
2012,TX,23,JEFFREY C. BLUNT,LIBERTARIAN,5841,192169,FALSE
2012,TX,24,JOHN STATHAS,LIBERTARIAN,7258,243489,FALSE
2012,TX,24,KENNY MARCHANT,REPUBLICAN,148586,243489,FALSE
2012,TX,24,TIM RUSK,DEMOCRAT,87645,243489,FALSE
2012,TX,25,ROGER WILLIAMS,REPUBLICAN,154245,263932,FALSE
2012,TX,25,ELAINE M. HENDERSON,DEMOCRAT,98827,263932,FALSE
2012,TX,25,BETSY DEWEY,LIBERTARIAN,10860,263932,FALSE
2012,TX,26,MARK BOLER,LIBERTARIAN,7844,258723,FALSE
2012,TX,26,MICHAEL C. BURGESS,REPUBLICAN,176642,258723,FALSE
2012,TX,26,DAVID SANCHEZ,DEMOCRAT,74237,258723,FALSE
2012,TX,27,BRET BALDWIN,INDEPENDENT,5354,212651,FALSE
2012,TX,27,BLAKE FARENTHOLD,REPUBLICAN,120684,212651,FALSE
2012,TX,27,CORRIE BYRD,LIBERTARIAN,3218,212651,FALSE
2012,TX,27,ROSE MEZA HARRISON,DEMOCRAT,83395,212651,FALSE
2012,TX,28,WILLIAM R. HAYWARD,REPUBLICAN,49309,165645,FALSE
2012,TX,28,PATRICK HISEL,LIBERTARIAN,2473,165645,FALSE
2012,TX,28,HENRY CUELLAR,DEMOCRAT,112456,165645,FALSE
2012,TX,28,MICHAEL D. CARY,GREEN,1407,165645,FALSE
2012,TX,29,JAMES STANCZAK,LIBERTARIAN,4996,95611,FALSE
2012,TX,29,MARIA SELVA,GREEN,4562,95611,FALSE
2012,TX,29,GENE GREEN,DEMOCRAT,86053,95611,FALSE
2012,TX,30,ED RANKIN,LIBERTARIAN,4733,217014,FALSE
2012,TX,30,EDDIE BERNICE JOHNSON,DEMOCRAT,171059,217014,FALSE
2012,TX,30,"TRAVIS WASHINGTON, JR.",REPUBLICAN,41222,217014,FALSE
2012,TX,31,JOHN R. CARTER,REPUBLICAN,145348,237187,FALSE
2012,TX,31,ETHAN GAROFOLO,LIBERTARIAN,8862,237187,FALSE
2012,TX,31,STEPHEN M. WYMAN,DEMOCRAT,82977,237187,FALSE
2012,TX,32,PETE SESSIONS,REPUBLICAN,146653,251636,FALSE
2012,TX,32,KATHERINE SAVERS MCGOVERN,DEMOCRAT,99288,251636,FALSE
2012,TX,32,SETH HOLLIST,LIBERTARIAN,5695,251636,FALSE
2012,TX,33,CHUCK BRADLEY,REPUBLICAN,30252,117375,FALSE
2012,TX,33,ED LINDSAY,GREEN,2009,117375,FALSE
2012,TX,33,MARC VEASEY,DEMOCRAT,85114,117375,FALSE
2012,TX,34,FILEMON VELA,DEMOCRAT,89606,144778,FALSE
2012,TX,34,"STEVEN """"ZIGGY"""" SHANKLIN",LIBERTARIAN,2724,144778,FALSE
2012,TX,34,JESSICA PUENTE BRADSHAW,REPUBLICAN,52448,144778,FALSE
2012,TX,35,ROSS LYNN LEONE,LIBERTARIAN,4082,165179,FALSE
2012,TX,35,,,37,165179,FALSE
2012,TX,35,MEGHAN OWEN,GREEN,2540,165179,FALSE
2012,TX,35,LLOYD DOGGETT,DEMOCRAT,105626,165179,FALSE
2012,TX,35,SUSAN NARVAIZ,REPUBLICAN,52894,165179,FALSE
2012,TX,36,STEVE STOCKMAN,REPUBLICAN,165405,233832,FALSE
2012,TX,36,MICHAEL K. COLE,LIBERTARIAN,6284,233832,FALSE
2012,TX,36,MAX MARTIN,DEMOCRAT,62143,233832,FALSE
2012,UT,1,ROB BISHOP,REPUBLICAN,175487,245528,FALSE
2012,UT,1,DONNA M. MCALEER,DEMOCRAT,60611,245528,FALSE
2012,UT,1,SHERRY PHIPPS,CONSTITUTION,9430,245528,FALSE
2012,UT,2,JAY SEEGMILLER,DEMOCRAT,83176,248545,FALSE
2012,UT,2,CHRIS STEWART,REPUBLICAN,154523,248545,FALSE
2012,UT,2,JONATHAN D. GARRARD,CONSTITUTION,5051,248545,FALSE
2012,UT,2,CHARLES E. KIMBALL,NONE,2824,248545,FALSE
2012,UT,2,JOSEPH ANDRADE,NONE,2971,248545,FALSE
2012,UT,3,SOREN D. SIMONSEN,DEMOCRAT,60719,259547,FALSE
2012,UT,3,JASON CHAFFETZ,REPUBLICAN,198828,259547,FALSE
2012,UT,4,JIM MATHESON,DEMOCRAT,119803,245277,FALSE
2012,UT,4,JIM L. VEIN,LIBERTARIAN,6439,245277,FALSE
2012,UT,4,MIA B. LOVE,REPUBLICAN,119035,245277,FALSE
2012,VT,0,JANE NEWTON,LIBERTY UNION,4065,289931,FALSE
2012,VT,0,,,268,289931,FALSE
2012,VT,0,MARK DONKA,REPUBLICAN,67543,289931,FALSE
2012,VT,0,ANDRE LAFRAMBOISE,VOTEKISS,1153,289931,FALSE
2012,VT,0,"JAMES """"SAM"""" DESROCHERS",INDEPENDENT,8302,289931,FALSE
2012,VT,0,PETER WELCH,DEMOCRAT,208600,289931,FALSE
2012,VA,1,ROBERT J. WITTMAN,REPUBLICAN,200845,356806,FALSE
2012,VA,1,,,617,356806,FALSE
2012,VA,1,G. GAIL PARKER,INDEPENDENT GREEN,8308,356806,FALSE
2012,VA,1,ADAM M. COOK,DEMOCRAT,147036,356806,FALSE
2012,VA,2,E. SCOTT RIGELL,REPUBLICAN,166231,309222,FALSE
2012,VA,2,,,443,309222,FALSE
2012,VA,2,"PAUL O. HIRSCHBIEL, JR.",DEMOCRAT,142548,309222,FALSE
2012,VA,3,,,806,318936,FALSE
2012,VA,3,DEAN J. LONGO,REPUBLICAN,58931,318936,FALSE
2012,VA,3,"ROBERT C. """"BOBBY"""" SCOTT",DEMOCRAT,259199,318936,FALSE
2012,VA,4,,,564,350046,FALSE
2012,VA,4,J. RANDY FORBES,REPUBLICAN,199292,350046,FALSE
2012,VA,4,ELLA P. WARD,DEMOCRAT,150190,350046,FALSE
2012,VA,5,JOHN WADE DOUGLASS,DEMOCRAT,149214,348111,FALSE
2012,VA,5,ROBERT HURT,REPUBLICAN,193009,348111,FALSE
2012,VA,5,KENNETH J. HILDEBRANDT,INDEPENDENT GREEN,5500,348111,FALSE
2012,VA,5,,,388,348111,FALSE
2012,VA,6,ANDY B. SCHMOOKLER,DEMOCRAT,111949,323893,FALSE
2012,VA,6,,,666,323893,FALSE
2012,VA,6,BOB GOODLATTE,REPUBLICAN,211278,323893,FALSE
2012,VA,7,E. WAYNE POWELL,DEMOCRAT,158012,381909,FALSE
2012,VA,7,ERIC CANTOR,REPUBLICAN,222983,381909,FALSE
2012,VA,7,,,914,381909,FALSE
2012,VA,8,JANET MURPHY,INDEPENDENT GREEN,5985,351187,FALSE
2012,VA,8,JAMES P. MORAN,DEMOCRAT,226847,351187,FALSE
2012,VA,8,JASON J. HOWELL,INDEPENDENT,10180,351187,FALSE
2012,VA,8,,,805,351187,FALSE
2012,VA,8,J. PATRICK MURRAY,REPUBLICAN,107370,351187,FALSE
2012,VA,9,H. MORGAN GRIFFITH,REPUBLICAN,184882,301658,FALSE
2012,VA,9,,,376,301658,FALSE
2012,VA,9,ANTHONY J. FLACCAVENTO,DEMOCRAT,116400,301658,FALSE
2012,VA,10,FRANK R. WOLF,REPUBLICAN,214038,366444,FALSE
2012,VA,10,J. KEVIN CHISHOLM,INDEPENDENT,9855,366444,FALSE
2012,VA,10,,,527,366444,FALSE
2012,VA,10,KRISTIN A. CABRAL,DEMOCRAT,142024,366444,FALSE
2012,VA,11,GERALD E. CONNOLLY,DEMOCRAT,202606,332243,FALSE
2012,VA,11,,,788,332243,FALSE
2012,VA,11,CHRISTOPHER F. DECARLO,INDEPENDENT,3027,332243,FALSE
2012,VA,11,MARK T. GIBSON,INDEPENDENT,3806,332243,FALSE
2012,VA,11,CHRIS S. PERKINS,REPUBLICAN,117902,332243,FALSE
2012,VA,11,PETER M. MARCHETTI,INDEPENDENT GREEN,1919,332243,FALSE
2012,VA,11,"JOE F. GALDO, JR.",GREEN,2195,332243,FALSE
2012,WA,1,JOHN KOSTER,REPUBLICAN,151187,328212,FALSE
2012,WA,1,SUZAN DELBENE,DEMOCRAT,177025,328212,FALSE
2012,WA,2,DAN MATTHEWS,REPUBLICAN,117465,302291,FALSE
2012,WA,2,RICK LARSEN,DEMOCRAT,184826,302291,FALSE
2012,WA,3,JON T. HAUGEN,DEMOCRAT,116438,293884,FALSE
2012,WA,3,JAIME HERRERA BEUTLER,REPUBLICAN,177446,293884,FALSE
