year,state_po,district,candidate,FirstName,LastName,party,candidatevotes,totalvotes,fusion_ticket
2012,AL,1,,#VALUE!,,,4302,200676,FALSE
2012,AL,1,JO BONNER,JO,,REPUBLICAN,196374,200676,FALSE
2012,AL,2,THERESE FORD,THERESE,,DEMOCRAT,103092,283953,FALSE
2012,AL,2,,#VALUE!,,,270,283953,FALSE
2012,AL,2,MARTHA ROBY,MARTHA,,REPUBLICAN,180591,283953,FALSE
2012,AL,3,MIKE ROGERS,MIKE,,REPUBLICAN,175306,273930,FALSE
2012,AL,3,JOHN ANDREW HARRIS,JOHN,,DEMOCRAT,98141,273930,FALSE
2012,AL,3,,#VALUE!,,,483,273930,FALSE
2012,AL,4,DANIEL H. BOMAN,DANIEL,,DEMOCRAT,69706,269118,FALSE
2012,AL,4,,#VALUE!,,,341,269118,FALSE
2012,AL,4,ROBERT B. ADERHOLT,ROBERT,,REPUBLICAN,199071,269118,FALSE
2012,AL,5,,#VALUE!,,,336,291293,FALSE
2012,AL,5,CHARLIE L. HOLLEY,CHARLIE,,DEMOCRAT,101772,291293,FALSE
2012,AL,5,MO BROOKS,MO,,REPUBLICAN,189185,291293,FALSE
2012,AL,6,PENNY H. BAILEY,PENNY,,DEMOCRAT,88267,308102,FALSE
2012,AL,6,,#VALUE!,,,573,308102,FALSE
2012,AL,6,SPENCER BACHUS,SPENCER,,REPUBLICAN,219262,308102,FALSE
2012,AL,7,DON CHAMBERLAIN,DON,,REPUBLICAN,73835,306558,FALSE
2012,AL,7,TERRI A. SEWELL,TERRI,,DEMOCRAT,232520,306558,FALSE
2012,AL,7,,#VALUE!,,,203,306558,FALSE
2012,AK,0,JIM C. MCDERMOTT,JIM,,LIBERTARIAN,15028,289804,FALSE
2012,AK,0,,#VALUE!,,,964,289804,FALSE
2012,AK,0,DON YOUNG,DON,,REPUBLICAN,185296,289804,FALSE
2012,AK,0,TED GIANOUTSOS,TED,,NOMINATED BY PETITION,5589,289804,FALSE
2012,AK,0,SHARON M. CISSNA,SHARON,,DEMOCRAT,82927,289804,FALSE
2012,AZ,1,KIM ALLEN,KIM,,LIBERTARIAN,15227,251595,FALSE
2012,AZ,1,ANN KIRKPATRICK,ANN,,DEMOCRAT,122774,251595,FALSE
2012,AZ,1,JONATHAN PATON,JONATHAN,,REPUBLICAN,113594,251595,FALSE
2012,AZ,2,MARTHA MCSALLY,MARTHA,,REPUBLICAN,144884,292279,FALSE
2012,AZ,2,RON BARBER,RON,,DEMOCRAT,147338,292279,FALSE
2012,AZ,2,,#VALUE!,,,57,292279,FALSE
2012,AZ,3,RA_L M. GRIJALVA,RA_L,,DEMOCRAT,98468,168698,FALSE
2012,AZ,3,BLANCA GUERRA,BLANCA,,LIBERTARIAN,7567,168698,FALSE
2012,AZ,3,GABRIELA SAUCEDO MERCER,GABRIELA,,REPUBLICAN,62663,168698,FALSE
2012,AZ,4,RICHARD GRAYSON,RICHARD,,AMERICANS ELECT,2393,243760,FALSE
2012,AZ,4,JOE PAMELIA,JOE,,LIBERTARIAN,9306,243760,FALSE
2012,AZ,4,JOHNNIE ROBINSON,JOHNNIE,,DEMOCRAT,69154,243760,FALSE
2012,AZ,4,PAUL A. GOSAR,PAUL,,REPUBLICAN,162907,243760,FALSE
2012,AZ,5,MATT SALMON,MATT,,REPUBLICAN,183470,273059,FALSE
2012,AZ,5,SPENCER MORGAN,SPENCER,,DEMOCRAT,89589,273059,FALSE
2012,AZ,6,MARK SALAZAR,MARK,,GREEN,5637,293177,FALSE
2012,AZ,6,JACK ANDERSON,JACK,,LIBERTARIAN,10167,293177,FALSE
2012,AZ,6,,#VALUE!,,,1,293177,FALSE
2012,AZ,6,DAVID SCHWEIKERT,DAVID,,REPUBLICAN,179706,293177,FALSE
2012,AZ,6,MATT JETTE,MATT,,DEMOCRAT,97666,293177,FALSE
2012,AZ,7,JOE COBB,JOE,,LIBERTARIAN,23338,127827,FALSE
2012,AZ,7,ED PASTOR,ED,,DEMOCRAT,104489,127827,FALSE
2012,AZ,8,GENE SCHARER,GENE,,DEMOCRAT,95635,272791,FALSE
2012,AZ,8,STEPHEN DOLGOS,STEPHEN,,AMERICANS ELECT,4347,272791,FALSE
2012,AZ,8,TRENT FRANKS,TRENT,,REPUBLICAN,172809,272791,FALSE
2012,AZ,9,VERNON B. PARKER,VERNON,,REPUBLICAN,111630,250131,FALSE
2012,AZ,9,POWELL GAMMILL,POWELL,,LIBERTARIAN,16620,250131,FALSE
2012,AZ,9,KYRSTEN SINEMA,KYRSTEN,,DEMOCRAT,121881,250131,FALSE
2012,AR,1,JESSICA PAXTON,JESSICA,,LIBERTARIAN,6427,246843,FALSE
2012,AR,1,JACOB HOLLOWAY,JACOB,,GREEN,5015,246843,FALSE
2012,AR,1,"ERIC A. """"RICK"""" CRAWFORD",ERIC,,REPUBLICAN,138800,246843,FALSE
2012,AR,1,SCOTT ELLINGTON,SCOTT,,DEMOCRAT,96601,246843,FALSE
2012,AR,2,TIM GRIFFIN,TIM,,REPUBLICAN,158175,286598,FALSE
2012,AR,2,HERB RULE,HERB,,DEMOCRAT,113156,286598,FALSE
2012,AR,2,CHRIS HAYES,CHRIS,,LIBERTARIAN,6701,286598,FALSE
2012,AR,2,BARBARA WARD,BARBARA,,GREEN,8566,286598,FALSE
2012,AR,3,DAVID PANGRAC,DAVID,,LIBERTARIAN,19875,245660,FALSE
2012,AR,3,STEVE WOMACK,STEVE,,REPUBLICAN,186467,245660,FALSE
2012,AR,3,REBEKAH J. KENNEDY,REBEKAH,,GREEN,39318,245660,FALSE
2012,AR,4,TOM COTTON,TOM,,REPUBLICAN,154149,258953,FALSE
2012,AR,4,J. JOSHUA DRAKE,J.,,GREEN,4807,258953,FALSE
2012,AR,4,BOBBY TULLIS,BOBBY,,LIBERTARIAN,4984,258953,FALSE
2012,AR,4,GENE JEFFRESS,GENE,,DEMOCRAT,95013,258953,FALSE
2012,CA,1,JIM REED,JIM,,DEMOCRAT,125386,294213,FALSE
2012,CA,1,DOUG LA MALFA,DOUG,,REPUBLICAN,168827,294213,FALSE
2012,CA,2,JARED HUFFMAN,JARED,,DEMOCRAT,226216,317526,FALSE
2012,CA,2,DANIEL W. ROBERTS,DANIEL,,REPUBLICAN,91310,317526,FALSE
2012,CA,3,KIM VANN,KIM,,REPUBLICAN,107086,233968,FALSE
2012,CA,3,JOHN GARAMENDI,JOHN,,DEMOCRAT,126882,233968,FALSE
2012,CA,4,TOM MCCLINTOCK,TOM,,REPUBLICAN,197803,323688,FALSE
2012,CA,4,JACK UPPAL,JACK,,DEMOCRAT,125885,323688,FALSE
2012,CA,5,RANDY LOFTIN,RANDY,,REPUBLICAN,69545,272417,FALSE
2012,CA,5,MIKE THOMPSON,MIKE,,DEMOCRAT,202872,272417,FALSE
2012,CA,6,DORIS O. MATSUI,DORIS,,DEMOCRAT,160667,214073,FALSE
2012,CA,6,"JOSEPH MCCRAY, SR.",JOSEPH,,REPUBLICAN,53406,214073,FALSE
2012,CA,7,DANIEL E. LUNGREN,DANIEL,,REPUBLICAN,132050,273291,FALSE
2012,CA,7,AMI BERA,AMI,,DEMOCRAT,141241,273291,FALSE
2012,CA,8,GREGG IMUS,GREGG,,REPUBLICAN,76551,179644,FALSE
2012,CA,8,PAUL COOK,PAUL,,REPUBLICAN,103093,179644,FALSE
2012,CA,9,RICKY GILL,RICKY,,REPUBLICAN,94704,213077,FALSE
2012,CA,9,JERRY MCNERNEY,JERRY,,DEMOCRAT,118373,213077,FALSE
2012,CA,10,JEFF DENHAM,JEFF,,REPUBLICAN,110265,209199,FALSE
2012,CA,10,JOSE HERNANDEZ,JOSE,,DEMOCRAT,98934,209199,FALSE
2012,CA,11,GEORGE MILLER,GEORGE,,DEMOCRAT,200743,287879,FALSE
2012,CA,11,VIRGINIA FULLER,VIRGINIA,,REPUBLICAN,87136,287879,FALSE
2012,CA,12,JOHN DENNIS,JOHN,,REPUBLICAN,44478,298187,FALSE
2012,CA,12,NANCY PELOSI,NANCY,,DEMOCRAT,253709,298187,FALSE
2012,CA,13,BARBARA LEE,BARBARA,,DEMOCRAT,250436,288582,FALSE
2012,CA,13,MARILYN M. SINGLETON,MARILYN,,NONE,38146,288582,FALSE
2012,CA,14,DEBORAH ??DEBBIE?? BACIGALUPI,DEBORAH,,REPUBLICAN,54455,258283,FALSE
2012,CA,14,JACKIE SPEIER,JACKIE,,DEMOCRAT,203828,258283,FALSE
2012,CA,15,FORTNEY PETE STARK,FORTNEY,,DEMOCRAT,110646,231034,FALSE
2012,CA,15,ERIC SWALWELL,ERIC,,DEMOCRAT,120388,231034,FALSE
2012,CA,16,JIM COSTA,JIM,,DEMOCRAT,84649,147450,FALSE
2012,CA,16,BRIAN DANIEL WHELAN,BRIAN,,REPUBLICAN,62801,147450,FALSE
2012,CA,17,EVELYN LI,EVELYN,,REPUBLICAN,57336,216728,FALSE
2012,CA,17,MICHAEL M. HONDA,MICHAEL,,DEMOCRAT,159392,216728,FALSE
2012,CA,18,ANNA G. ESHOO,ANNA,,DEMOCRAT,212831,301934,FALSE
2012,CA,18,DAVE CHAPMAN,DAVE,,REPUBLICAN,89103,301934,FALSE
2012,CA,19,ZOE LOFGREN,ZOE,,DEMOCRAT,162300,221613,FALSE
2012,CA,19,ROBERT MURRAY,ROBERT,,REPUBLICAN,59313,221613,FALSE
2012,CA,20,SAM FARR,SAM,,DEMOCRAT,172996,233562,FALSE
2012,CA,20,JEFF TAYLOR,JEFF,,REPUBLICAN,60566,233562,FALSE
2012,CA,21,JOHN HERNANDEZ,JOHN,,DEMOCRAT,49119,116283,FALSE
2012,CA,21,DAVID G. VALADAO,DAVID,,REPUBLICAN,67164,116283,FALSE
2012,CA,22,OTTO LEE,OTTO,,DEMOCRAT,81555,213941,FALSE
2012,CA,22,DEVIN NUNES,DEVIN,,REPUBLICAN,132386,213941,FALSE
2012,CA,23,KEVIN MCCARTHY,KEVIN,,REPUBLICAN,158161,216003,FALSE
2012,CA,23,TERRY PHILLIPS,TERRY,,NONE,57842,216003,FALSE
2012,CA,24,LOIS CAPPS,LOIS,,DEMOCRAT,156749,284495,FALSE
2012,CA,24,ABEL MALDONADO,ABEL,,REPUBLICAN,127746,284495,FALSE
2012,CA,25,LEE C. ROGERS,LEE,,DEMOCRAT,106982,236575,FALSE
2012,CA,25,HOWARD P. ??BUCK?? MCKEON,HOWARD,,REPUBLICAN,129593,236575,FALSE
2012,CA,26,JULIA BROWNLEY,JULIA,,DEMOCRAT,139072,263935,FALSE
2012,CA,26,TONY STRICKLAND,TONY,,REPUBLICAN,124863,263935,FALSE
2012,CA,27,JUDY CHU,JUDY,,DEMOCRAT,154191,241008,FALSE
2012,CA,27,JACK ORSWELL,JACK,,REPUBLICAN,86817,241008,FALSE
2012,CA,28,PHIL JENNERJAHN,PHIL,,REPUBLICAN,58008,246711,FALSE
2012,CA,28,ADAM B. SCHIFF,ADAM,,DEMOCRAT,188703,246711,FALSE
2012,CA,29,DAVID R. HERNANDEZ,DAVID,,NONE,38994,150281,FALSE
2012,CA,29,TONY CARDENAS,TONY,,DEMOCRAT,111287,150281,FALSE
2012,CA,30,HOWARD L. BERMAN,HOWARD,,DEMOCRAT,98395,247851,FALSE
2012,CA,30,BRAD SHERMAN,BRAD,,DEMOCRAT,149456,247851,FALSE
2012,CA,31,BOB DUTTON,BOB,,REPUBLICAN,72255,161219,FALSE
2012,CA,31,GARY G. MILLER,GARY,,REPUBLICAN,88964,161219,FALSE
2012,CA,32,DAVID L. MILLER,DAVID,,REPUBLICAN,65208,190111,FALSE
2012,CA,32,GRACE F. NAPOLITANO,GRACE,,DEMOCRAT,124903,190111,FALSE
2012,CA,33,HENRY A. WAXMAN,HENRY,,DEMOCRAT,171860,318520,FALSE
2012,CA,33,BILL BLOOMFIELD,BILL,,NONE,146660,318520,FALSE
2012,CA,34,STEPHEN C. SMITH,STEPHEN,,REPUBLICAN,20223,140590,FALSE
2012,CA,34,XAVIER BECERRA,XAVIER,,DEMOCRAT,120367,140590,FALSE
2012,CA,35,JOE BACA,JOE,,DEMOCRAT,62982,142680,FALSE
2012,CA,35,GLORIA NEGRETE MCLEOD,GLORIA,,DEMOCRAT,79698,142680,FALSE
2012,CA,36,MARY BONO MACK,MARY,,REPUBLICAN,97953,208142,FALSE
2012,CA,36,RAUL RUIZ,RAUL,,DEMOCRAT,110189,208142,FALSE
2012,CA,37,MORGAN OSBORNE,MORGAN,,REPUBLICAN,32541,239580,FALSE
2012,CA,37,KAREN BASS,KAREN,,DEMOCRAT,207039,239580,FALSE
2012,CA,38,LINDA T. S_NCHEZ,LINDA,,DEMOCRAT,145280,215087,FALSE
2012,CA,38,BENJAMIN CAMPOS,BENJAMIN,,REPUBLICAN,69807,215087,FALSE
2012,CA,39,EDWARD R. ROYCE,EDWARD,,REPUBLICAN,145607,251967,FALSE
2012,CA,39,JAY CHEN,JAY,,DEMOCRAT,106360,251967,FALSE
2012,CA,40,LUCILLE ROYBAL-ALLARD,LUCILLE,,DEMOCRAT,73940,125553,FALSE
2012,CA,40,DAVID SANCHEZ,DAVID,,DEMOCRAT,51613,125553,FALSE
2012,CA,41,JOHN TAVAGLIONE,JOHN,,REPUBLICAN,72074,175652,FALSE
2012,CA,41,MARK TAKANO,MARK,,DEMOCRAT,103578,175652,FALSE
2012,CA,42,MICHAEL WILLIAMSON,MICHAEL,,DEMOCRAT,84702,214947,FALSE
2012,CA,42,KEN CALVERT,KEN,,REPUBLICAN,130245,214947,FALSE
2012,CA,43,MAXINE WATERS,MAXINE,,DEMOCRAT,143123,200894,FALSE
2012,CA,43,BOB FLORES,BOB,,DEMOCRAT,57771,200894,FALSE
2012,CA,44,JANICE HAHN,JANICE,,DEMOCRAT,99909,165898,FALSE
2012,CA,44,LAURA RICHARDSON,LAURA,,DEMOCRAT,65989,165898,FALSE
2012,CA,45,JOHN CAMPBELL,JOHN,,REPUBLICAN,171417,293231,FALSE
2012,CA,45,SUKHEE KANG,SUKHEE,,DEMOCRAT,121814,293231,FALSE
2012,CA,46,LORETTA SANCHEZ,LORETTA,,DEMOCRAT,95694,149815,FALSE
2012,CA,46,JERRY HAYDEN,JERRY,,REPUBLICAN,54121,149815,FALSE
2012,CA,47,GARY DELONG,GARY,,REPUBLICAN,99919,230012,FALSE
2012,CA,47,ALAN LOWENTHAL,ALAN,,DEMOCRAT,130093,230012,FALSE
2012,CA,48,RON VARASTEH,RON,,DEMOCRAT,113358,290502,FALSE
2012,CA,48,DANA ROHRABACHER,DANA,,REPUBLICAN,177144,290502,FALSE
2012,CA,49,JERRY TETALMAN,JERRY,,DEMOCRAT,114893,274618,FALSE
2012,CA,49,DARRELL E. ISSA,DARRELL,,REPUBLICAN,159725,274618,FALSE
2012,CA,50,DAVID B. SECOR,DAVID,,DEMOCRAT,83455,258293,FALSE
2012,CA,50,DUNCAN HUNTER,DUNCAN,,REPUBLICAN,174838,258293,FALSE
2012,CA,51,MICHAEL CRIMMINS,MICHAEL,,REPUBLICAN,45464,159398,FALSE
2012,CA,51,JUAN VARGAS,JUAN,,DEMOCRAT,113934,159398,FALSE
2012,CA,52,SCOTT PETERS,SCOTT,,DEMOCRAT,151451,295910,FALSE
2012,CA,52,BRIAN P. BILBRAY,BRIAN,,REPUBLICAN,144459,295910,FALSE
2012,CA,53,NICK POPADITCH,NICK,,REPUBLICAN,103482,268307,FALSE
2012,CA,53,SUSAN A. DAVIS,SUSAN,,DEMOCRAT,164825,268307,FALSE
2012,CO,1,GARY SWING,GARY,,GREEN,4829,348210,FALSE
2012,CO,1,DIANA DEGETTE,DIANA,,DEMOCRAT,237579,348210,FALSE
2012,CO,1,DANNY STROUD,DANNY,,REPUBLICAN,93217,348210,FALSE
2012,CO,1,FRANK ATWOOD,FRANK,,LIBERTARIAN,12585,348210,FALSE
2012,CO,2,RANDY LUALLIN,RANDY,,LIBERTARIAN,13770,421580,FALSE
2012,CO,2,JARED POLIS,JARED,,DEMOCRAT,234758,421580,FALSE
2012,CO,2,SUSAN P. HALL,SUSAN,,GREEN,10413,421580,FALSE
2012,CO,2,KEVIN LUNDBERG,KEVIN,,REPUBLICAN,162639,421580,FALSE
2012,CO,3,SAL PACE,SAL,,DEMOCRAT,142619,347247,FALSE
2012,CO,3,TISHA T. CASIDA,TISHA,,NONE,11125,347247,FALSE
2012,CO,3,SCOTT R. TIPTON,SCOTT,,REPUBLICAN,185291,347247,FALSE
2012,CO,3,GREGORY GILMAN,GREGORY,,LIBERTARIAN,8212,347247,FALSE
2012,CO,4,JOSH GILLILAND,JOSH,,LIBERTARIAN,10682,342336,FALSE
2012,CO,4,BRANDON SHAFFER,BRANDON,,DEMOCRAT,125800,342336,FALSE
2012,CO,4,DOUG ADEN,DOUG,,AMERICAN CONSTITUTION,5848,342336,FALSE
2012,CO,4,CORY GARDNER,CORY,,REPUBLICAN,200006,342336,FALSE
2012,CO,5,MISHA LUZOV,MISHA,,GREEN,18284,307231,FALSE
2012,CO,5,JIM PIRTLE,JIM,,LIBERTARIAN,22778,307231,FALSE
2012,CO,5,DAVE ANDERSON,DAVE,,NONE,53318,307231,FALSE
2012,CO,5,DOUG LAMBORN,DOUG,,REPUBLICAN,199639,307231,FALSE
2012,CO,5,KENNETH R. HARVELL,KENNETH,,AMERICAN CONSTITUTION,13212,307231,FALSE
2012,CO,6,PATRICK E. PROVOST,PATRICK,,LIBERTARIAN,8597,342914,FALSE
2012,CO,6,KATHY POLHEMUS,KATHY,,NONE,13442,342914,FALSE
2012,CO,6,MIKE COFFMAN,MIKE,,REPUBLICAN,163938,342914,FALSE
2012,CO,6,JOE MIKLOSI,JOE,,DEMOCRAT,156937,342914,FALSE
2012,CO,7,ED PERLMUTTER,ED,,DEMOCRAT,182460,340970,FALSE
2012,CO,7,BUCK BAILEY,BUCK,,LIBERTARIAN,9148,340970,FALSE
2012,CO,7,JOE COORS,JOE,,REPUBLICAN,139066,340970,FALSE
2012,CO,7,DOUGLAS ??DAYHORSE?? CAMPBELL,DOUGLAS,,AMERICAN CONSTITUTION,10296,340970,FALSE
2012,CT,1,JOHN B. LARSON,JOHN,,WORKING FAMILIES,14133,297061,TRUE
2012,CT,1,MATTHEW M. COREY,MATTHEW,,NOMINATED BY PETITION,2290,297061,FALSE
2012,CT,1,JOHN HENRY DECKER,JOHN,,REPUBLICAN,82321,297061,FALSE
2012,CT,1,S. MICHAEL DEROSA,S.,,GREEN,5477,297061,FALSE
2012,CT,1,JOHN B. LARSON,JOHN,,DEMOCRAT,192840,297061,TRUE
2012,CT,2,DANIEL J. REALE,DANIEL,,LIBERTARIAN,2511,298960,FALSE
2012,CT,2,COLIN D. BENNETT,COLIN,,GREEN,3638,298960,FALSE
2012,CT,2,PAUL M. FORMICA,PAUL,,REPUBLICAN,88103,298960,FALSE
2012,CT,2,JOE COURTNEY,JOE,,DEMOCRAT,189444,298960,TRUE
2012,CT,2,JOE COURTNEY,JOE,,WORKING FAMILIES,15264,298960,TRUE
2012,CT,4,JAMES A. HIMES,JAMES,,WORKING FAMILIES,8609,293432,TRUE
2012,CT,4,JAMES A. HIMES,JAMES,,DEMOCRAT,167320,293432,TRUE
2012,CT,4,STEVE OBSITNIK,STEVE,,REPUBLICAN,117503,293432,FALSE
2012,CT,5,ANDREW RORABACK,ANDREW,,INDEPENDENT,9710,284757,TRUE
2012,CT,5,,#VALUE!,,,12,284757,FALSE
2012,CT,5,ELIZABETH ESTY,ELIZABETH,,WORKING FAMILIES,8467,284757,TRUE
2012,CT,5,ANDREW RORABACK,ANDREW,,REPUBLICAN,128927,284757,TRUE
2012,CT,5,,#VALUE!,,,10,284757,FALSE
2012,CT,5,ELIZABETH ESTY,ELIZABETH,,DEMOCRAT,137631,284757,TRUE
2012,DE,0,JOHN C. CARNEY,JOHN,,DEMOCRAT,249933,388059,FALSE
2012,DE,0,SCOTT GESTY,SCOTT,,LIBERTARIAN,4096,388059,FALSE
2012,DE,0,BERNARD AUGUST,BERNARD,,GREEN,4273,388059,FALSE
2012,DE,0,THOMAS H. KOVACH,THOMAS,,REPUBLICAN,129757,388059,FALSE
2012,FL,1,WILLIAM CLEAVE DRUMMOND II,WILLIAM,,,17,342594,FALSE
2012,FL,1,JIM BRYAN,JIM,,DEMOCRAT,92961,342594,FALSE
2012,FL,1,CALEN FRETTS,CALEN,,LIBERTARIAN,11176,342594,FALSE
2012,FL,1,JEFF MILLER,JEFF,,REPUBLICAN,238440,342594,FALSE
2012,FL,2,,#VALUE!,,,228,333718,FALSE
2012,FL,2,AL LAWSON,AL,,DEMOCRAT,157634,333718,FALSE
2012,FL,2,STEVE SOUTHERLAND II,STEVE,,REPUBLICAN,175856,333718,FALSE
2012,FL,3,TED YOHO,TED,,REPUBLICAN,204331,315669,FALSE
2012,FL,3,J. R. GAILLOT,J.,,DEMOCRAT,102468,315669,FALSE
2012,FL,3,PHILIP DODDS,PHILIP,,NONE,8870,315669,FALSE
2012,FL,4,,#VALUE!,,,246,315470,FALSE
2012,FL,4,ANDER CRENSHAW,ANDER,,REPUBLICAN,239988,315470,FALSE
2012,FL,4,JIM KLAUDER,JIM,,NONE,75236,315470,FALSE
2012,FL,5,LEANNE KOLB,LEANNE,,REPUBLICAN,70700,269153,FALSE
2012,FL,5,EILEEN FLEMING,EILEEN,,NONE,7978,269153,FALSE
2012,FL,5,CORRINE BROWN,CORRINE,,DEMOCRAT,190472,269153,FALSE
2012,FL,5,,#VALUE!,,,3,269153,FALSE
2012,FL,6,HEATHER BEAVEN,HEATHER,,DEMOCRAT,146489,342451,FALSE
2012,FL,6,RON DESANTIS,RON,,REPUBLICAN,195962,342451,FALSE
2012,FL,7,JOHN L. MICA,JOHN,,REPUBLICAN,185518,316010,FALSE
2012,FL,7,JASON H. KENDALL,JASON,,DEMOCRAT,130479,316010,FALSE
2012,FL,7,,#VALUE!,,,13,316010,FALSE
2012,FL,8,RICHARD H. GILLMOR,RICHARD,,NONE,12607,348909,FALSE
2012,FL,8,BILL POSEY,BILL,,REPUBLICAN,205432,348909,FALSE
2012,FL,8,SHANNON ROBERTS,SHANNON,,DEMOCRAT,130870,348909,FALSE
2012,FL,9,ALAN GRAYSON,ALAN,,DEMOCRAT,164891,263747,FALSE
2012,FL,9,TODD LONG,TODD,,REPUBLICAN,98856,263747,FALSE
2012,FL,10,DANIEL WEBSTER,DANIEL,,REPUBLICAN,164649,318269,FALSE
2012,FL,10,,#VALUE!,,,46,318269,FALSE
2012,FL,10,VAL B. DEMINGS,VAL,,DEMOCRAT,153574,318269,FALSE
2012,FL,11,H. DAVID WERDER,H.,,DEMOCRAT,120303,338663,FALSE
2012,FL,11,RICHARD B. NUGENT,RICHARD,,REPUBLICAN,218360,338663,FALSE
2012,FL,12,GUS M. BILIRAKIS,GUS,,REPUBLICAN,209604,330167,FALSE
2012,FL,12,JONATHAN MICHAEL SNOW,JONATHAN,,DEMOCRAT,108770,330167,FALSE
2012,FL,12,JOHN RUSSELL,JOHN,,NONE,6878,330167,FALSE
2012,FL,12,PAUL SIDNEY ELLIOTT,PAUL,,NONE,4915,330167,FALSE
2012,FL,13,C. W. BILL YOUNG,C.,,REPUBLICAN,189605,329347,FALSE
2012,FL,13,JESSICA EHRLICH,JESSICA,,DEMOCRAT,139742,329347,FALSE
2012,FL,14,EVELIO ??E J?? OTERO,EVELIO,,REPUBLICAN,83480,280601,FALSE
2012,FL,14,KATHY CASTOR,KATHY,,DEMOCRAT,197121,280601,FALSE
2012,FL,15,DENNIS A. ROSS,DENNIS,,REPUBLICAN,1,1,FALSE
2012,FL,16,KEITH FITZGERALD,KEITH,,DEMOCRAT,161929,349076,FALSE
2012,FL,16,VERN BUCHANAN,VERN,,REPUBLICAN,187147,349076,FALSE
2012,FL,17,WILLIAM BRONSON,WILLIAM,,DEMOCRAT,116766,282266,FALSE
2012,FL,17,,#VALUE!,,,12,282266,FALSE
2012,FL,17,THOMAS J. ROONEY,THOMAS,,REPUBLICAN,165488,282266,FALSE
2012,FL,18,ALLEN B. WEST,ALLEN,,REPUBLICAN,164353,330665,FALSE
2012,FL,18,,#VALUE!,,,55,330665,FALSE
2012,FL,18,PATRICK MURPHY,PATRICK,,DEMOCRAT,166257,330665,FALSE
2012,FL,19,BRANDON M. SMITH,BRANDON,,NONE,6637,306216,FALSE
2012,FL,19,TREY RADEL,TREY,,REPUBLICAN,189833,306216,FALSE
2012,FL,19,JIM ROACH,JIM,,DEMOCRAT,109746,306216,FALSE
2012,FL,20,,#VALUE!,,,5,244285,FALSE
2012,FL,20,ALCEE L. HASTINGS,ALCEE,,DEMOCRAT,214727,244285,FALSE
2012,FL,20,RANDALL TERRY,RANDALL,,NONE,29553,244285,FALSE
2012,FL,21,CESAR HENAO,CESAR,,NONE,25361,284400,FALSE
2012,FL,21,THEODORE E. DEUTCH,THEODORE,,DEMOCRAT,221263,284400,FALSE
2012,FL,21,W. MICHAEL ??MIKE?? TROUT,W.,,NONE,37776,284400,FALSE
2012,FL,22,ADAM HASNER,ADAM,,REPUBLICAN,142050,313071,FALSE
2012,FL,22,LOIS FRANKEL,LOIS,,DEMOCRAT,171021,313071,FALSE
2012,FL,23,ILYA KATZ,ILYA,,NONE,3129,275430,FALSE
2012,FL,23,KAREN HARRINGTON,KAREN,,REPUBLICAN,98096,275430,FALSE
2012,FL,23,DEBBIE WASSERMAN SCHULTZ,DEBBIE,,DEMOCRAT,174205,275430,FALSE
2012,FL,24,FREDERICA S. WILSON,FREDERICA,,DEMOCRAT,1,1,FALSE
2012,FL,25,MARIO DIAZ-BALART,MARIO,,REPUBLICAN,151466,200229,FALSE
2012,FL,25,VOTEFOREDDIE.COM,#VALUE!,,NONE,17099,200229,FALSE
2012,FL,25,STANLEY BLUMENTHAL,STANLEY,,NONE,31664,200229,FALSE
2012,FL,26,DAVID RIVERA,DAVID,,REPUBLICAN,108820,252957,FALSE
2012,FL,26,JOSE PEIXOTO,JOSE,,NONE,2717,252957,FALSE
2012,FL,26,JOE GARCIA,JOE,,DEMOCRAT,135694,252957,FALSE
2012,FL,26,ANGEL FERNANDEZ,ANGEL,,NONE,5726,252957,FALSE
2012,FL,27,THOMAS JOE CRUZ-WIGGINS,THOMAS,,NONE,6663,230171,FALSE
2012,FL,27,ILEANA ROS-LEHTINEN,ILEANA,,REPUBLICAN,138488,230171,FALSE
2012,FL,27,MANNY YEVANCEY,MANNY,,DEMOCRAT,85020,230171,FALSE
2012,GA,1,LESLI RAE MESSINGER,LESLI,,DEMOCRAT,92399,249580,FALSE
2012,GA,1,JACK KINGSTON,JACK,,REPUBLICAN,157181,249580,FALSE
2012,GA,2,JOHN HOUSE,JOHN,,REPUBLICAN,92410,255161,FALSE
2012,GA,2,"SANFORD D. BISHOP, JR.",SANFORD,,DEMOCRAT,162751,255161,FALSE
2012,GA,3,LYNN A. WESTMORELAND,LYNN,,REPUBLICAN,232380,232380,FALSE
2012,GA,4,J. CHRIS VAUGHN,J.,,REPUBLICAN,75041,283902,FALSE
2012,GA,4,"HENRY C. ??HANK?? JOHNSON, JR.",HENRY,,DEMOCRAT,208861,283902,FALSE
2012,GA,5,HOWARD STOPECK,HOWARD,,REPUBLICAN,43335,277665,FALSE
2012,GA,5,JOHN LEWIS,JOHN,,DEMOCRAT,234330,277665,FALSE
2012,GA,6,JEFF KAZANOW,JEFF,,DEMOCRAT,104365,294034,FALSE
2012,GA,6,TOM PRICE,TOM,,REPUBLICAN,189669,294034,FALSE
2012,GA,7,ROB WOODALL,ROB,,REPUBLICAN,156689,252066,FALSE
2012,GA,7,STEVE REILLY,STEVE,,DEMOCRAT,95377,252066,FALSE
2012,GA,8,AUSTIN SCOTT,AUSTIN,,REPUBLICAN,197789,197789,FALSE
