year,state_po,district,candidate,FirstName,LastName,party,candidatevotes,totalvotes,fusion_ticket
2014,CA,26,JULIA BROWNLEY,JULIA,,DEMOCRAT,87176,169829,FALSE
2014,CA,27,JACK ORSWELL,JACK,,REPUBLICAN,51852,127580,FALSE
2014,CA,27,JUDY CHU,JUDY,,DEMOCRAT,75728,127580,FALSE
2014,CA,28,ADAM B. SCHIFF,ADAM,,DEMOCRAT,91996,120264,FALSE
2014,CA,28,STEVE STOKES,STEVE,,NO PARTY PREFERENCE,28268,120264,FALSE
2014,CA,29,WILLIAM O'CALLAGHAN LEADER,WILLIAM,,REPUBLICAN,17045,67141,FALSE
2014,CA,29,TONY C_RDENAS,TONY,,DEMOCRAT,50096,67141,FALSE
2014,CA,30,BRAD SHERMAN,BRAD,,DEMOCRAT,86568,131883,FALSE
2014,CA,30,MARK S. REED,MARK,,REPUBLICAN,45315,131883,FALSE
2014,CA,31,PAUL CHABOT,PAUL,,REPUBLICAN,48162,99784,FALSE
2014,CA,31,PETE AGUILAR,PETE,,DEMOCRAT,51622,99784,FALSE
2014,CA,32,ARTURO ENRIQUE ALAS,ARTURO,,REPUBLICAN,34053,84406,FALSE
2014,CA,32,GRACE F. NAPOLITANO,GRACE,,DEMOCRAT,50353,84406,FALSE
2014,CA,33,ELAN CARR,ELAN,,REPUBLICAN,74700,183031,FALSE
2014,CA,33,TED LIEU,TED,,DEMOCRAT,108331,183031,FALSE
2014,CA,34,XAVIER BECERRA,XAVIER,,DEMOCRAT,44697,61621,FALSE
2014,CA,34,ADRIENNE NICOLE EDWARDS,ADRIENNE,,DEMOCRAT,16924,61621,FALSE
2014,CA,35,NORMA J. TORRES,NORMA,,DEMOCRAT,39502,62255,FALSE
2014,CA,35,CHRISTINA GAGNIER,CHRISTINA,,DEMOCRAT,22753,62255,FALSE
2014,CA,36,RAUL RUIZ,RAUL,,DEMOCRAT,72682,134139,FALSE
2014,CA,36,BRIAN NESTANDE,BRIAN,,REPUBLICAN,61457,134139,FALSE
2014,CA,37,R. ADAM KING,R.,,REPUBLICAN,18051,114838,FALSE
2014,CA,37,KAREN BASS,KAREN,,DEMOCRAT,96787,114838,FALSE
2014,CA,38,LINDA T. S_NCHEZ,LINDA,,DEMOCRAT,58192,98480,FALSE
2014,CA,38,BENJAMIN CAMPOS,BENJAMIN,,REPUBLICAN,40288,98480,FALSE
2014,CA,39,EDWARD R. ROYCE,EDWARD,,REPUBLICAN,91319,133225,FALSE
2014,CA,39,PETER O. ANDERSON,PETER,,DEMOCRAT,41906,133225,FALSE
2014,CA,40,DAVID SANCHEZ,DAVID,,DEMOCRAT,19171,49379,FALSE
2014,CA,40,LUCILLE ROYBAL-ALLARD,LUCILLE,,DEMOCRAT,30208,49379,FALSE
2014,CA,41,MARK TAKANO,MARK,,DEMOCRAT,46948,82884,FALSE
2014,CA,41,STEVE ADAMS,STEVE,,REPUBLICAN,35936,82884,FALSE
2014,CA,42,KEN CALVERT,KEN,,REPUBLICAN,74540,113390,FALSE
2014,CA,42,TIM SHERIDAN,TIM,,DEMOCRAT,38850,113390,FALSE
2014,CA,43,MAXINE WATERS,MAXINE,,DEMOCRAT,69681,98202,FALSE
2014,CA,43,JOHN WOOD JR.,JOHN,,REPUBLICAN,28521,98202,FALSE
2014,CA,44,JANICE HAHN,JANICE,,DEMOCRAT,59670,68862,FALSE
2014,CA,44,ADAM SHBEITA,ADAM,,PEACE AND FREEDOM,9192,68862,FALSE
2014,CA,45,MIMI WALTERS,MIMI,,REPUBLICAN,106083,162902,FALSE
2014,CA,45,DREW E. LEAVENS,DREW,,DEMOCRAT,56819,162902,FALSE
2014,CA,46,LORETTA SANCHEZ,LORETTA,,DEMOCRAT,49738,83315,FALSE
2014,CA,46,ADAM NICK,ADAM,,REPUBLICAN,33577,83315,FALSE
2014,CA,47,ANDY WHALLON,ANDY,,REPUBLICAN,54309,123400,FALSE
2014,CA,47,ALAN S. LOWENTHAL,ALAN,,DEMOCRAT,69091,123400,FALSE
2014,CA,48,DANA ROHRACHER,DANA,,REPUBLICAN,112082,174795,FALSE
2014,CA,48,SUZANNE JOYCE SAVARY,SUZANNE,,DEMOCRAT,62713,174795,FALSE
2014,CA,49,DARRELL E. ISSA,DARRELL,,REPUBLICAN,98161,163142,FALSE
2014,CA,49,DAVE PEISER,DAVE,,DEMOCRAT,64981,163142,FALSE
2014,CA,50,DUNCAN HUNTER,DUNCAN,,REPUBLICAN,111997,157299,FALSE
2014,CA,50,JAMES H. KIMBER,JAMES,,DEMOCRAT,45302,157299,FALSE
2014,CA,51,STEPHEN MEADE,STEPHEN,,REPUBLICAN,25577,81950,FALSE
2014,CA,51,JUAN VARGAS,JUAN,,DEMOCRAT,56373,81950,FALSE
2014,CA,52,CARL DEMAIO,CARL,,REPUBLICAN,92746,191572,FALSE
2014,CA,52,SCOTT H. PETERS,SCOTT,,DEMOCRAT,98826,191572,FALSE
2014,CA,53,SUSAN A. DAVIS,SUSAN,,DEMOCRAT,87104,148044,FALSE
2014,CA,53,LARRY A. WILSKE,LARRY,,REPUBLICAN,60940,148044,FALSE
2014,CO,1,,#VALUE!,,,1,278494,FALSE
2014,CO,1,,#VALUE!,,,2,278494,FALSE
2014,CO,1,MARTIN WALSH,MARTIN,,REPUBLICAN,80682,278494,FALSE
2014,CO,1,FRANK ATWOOD,FRANK,,LIBERTARIAN,9292,278494,FALSE
2014,CO,1,DIANA DEGETTE,DIANA,,DEMOCRAT,183281,278494,FALSE
2014,CO,1,DANNY E. STROUD,DANNY,,UNAFFILIATED,5236,278494,FALSE
2014,CO,2,GEORGE LEING,GEORGE,,REPUBLICAN,149645,345945,FALSE
2014,CO,2,JARED POLIS,JARED,,DEMOCRAT,196300,345945,FALSE
2014,CO,3,TRAVIS MERO,TRAVIS,,LIBERTARIAN,6472,281141,FALSE
2014,CO,3,TISHA T. CASIDA,TISHA,,UNAFFILIATED,11294,281141,FALSE
2014,CO,3,SCOTT R. TIPTON,SCOTT,,REPUBLICAN,163011,281141,FALSE
2014,CO,3,ABEL J. TAPIA,ABEL,,DEMOCRAT,100364,281141,FALSE
2014,CO,4,VIC MEYERS,VIC,,DEMOCRAT,83727,286507,FALSE
2014,CO,4,GRANT DOHERTY,GRANT,,UNAFFILIATED,8016,286507,FALSE
2014,CO,4,JESS LOBAN,JESS,,LIBERTARIAN,9472,286507,FALSE
2014,CO,4,KEN BUCK,KEN,,REPUBLICAN,185292,286507,FALSE
2014,CO,5,IRV HALTER,IRV,,DEMOCRAT,105673,262855,FALSE
2014,CO,5,DOUG LAMBORN,DOUG,,REPUBLICAN,157182,262855,FALSE
2014,CO,6,NORM OLSEN,NORM,,LIBERTARIAN,8623,276440,FALSE
2014,CO,6,MIKE COFFMAN,MIKE,,REPUBLICAN,143467,276440,FALSE
2014,CO,6,GARY SWING,GARY,,GREEN,5503,276440,FALSE
2014,CO,6,ANDREW ROMANOFF,ANDREW,,DEMOCRAT,118847,276440,FALSE
2014,CO,7,DON YTTERBERG,DON,,REPUBLICAN,120918,269143,FALSE
2014,CO,7,ED PERLMUTTER,ED,,DEMOCRAT,148225,269143,FALSE
2014,CT,1,MATTHEW M. COREY,MATTHEW,,REPUBLICAN,78609,217881,FALSE
2014,CT,1,JOHN B. LARSON,JOHN,,WORKING FAMILIES,8395,217881,TRUE
2014,CT,1,JEFFREY RUSSELL,JEFFREY,,GREEN,3447,217881,FALSE
2014,CT,1,JOHN B. LARSON,JOHN,,DEMOCRAT,127430,217881,TRUE
2014,CT,2,WILLIAM C. CLYDE,WILLIAM,,GREEN,2549,227936,FALSE
2014,CT,2,LORI HOPKINS-CAVANAGH,LORI,,REPUBLICAN,80837,227936,FALSE
2014,CT,2,JOE COURTNEY,JOE,,WORKING FAMILIES,10654,227936,TRUE
2014,CT,2,JOE COURTNEY,JOE,,DEMOCRAT,131294,227936,TRUE
2014,CT,2,DANIEL REALE,DANIEL,,LIBERTARIAN,2602,227936,FALSE
2014,CT,3,ROSA L. DELAURO,ROSA,,WORKING FAMILIES,10476,209939,TRUE
2014,CT,3,ROSA L. DELAURO,ROSA,,DEMOCRAT,130009,209939,TRUE
2014,CT,3,JAMES E. BROWN,JAMES,,REPUBLICAN,69454,209939,FALSE
2014,CT,4,JAMES A. HIMES,JAMES,,DEMOCRAT,101401,198800,TRUE
2014,CT,4,DAN DEBICELLA,DAN,,REPUBLICAN,88209,198800,TRUE
2014,CT,4,,#VALUE!,,,2,198800,FALSE
2014,CT,4,,#VALUE!,,,3,198800,FALSE
2014,CT,4,JAMES A. HIMES,JAMES,,WORKING FAMILIES,5472,198800,TRUE
2014,CT,4,DAN DEBICELLA,DAN,,INDEPENDENT,3713,198800,TRUE
2014,CT,5,ELIZABETH H. ESTY,ELIZABETH,,DEMOCRAT,106256,213301,TRUE
2014,CT,5,MARK GREENBERG,MARK,,INDEPENDENT,5363,213301,TRUE
2014,CT,5,JOHN J. PISTONE,JOHN,,PETITIONING CANDIDATE,1970,213301,FALSE
2014,CT,5,MARK GREENBERG,MARK,,REPUBLICAN,92404,213301,TRUE
2014,CT,5,ELIZABETH H. ESTY,ELIZABETH,,WORKING FAMILIES,7308,213301,TRUE
2014,DE,0,BERNARD AUGUST,BERNARD,,GREEN,4801,231617,FALSE
2014,DE,0,"JOHN C. CARNEY, JR.",JOHN,,DEMOCRAT,137251,231617,FALSE
2014,DE,0,ROSE IZZO,ROSE,,REPUBLICAN,85146,231617,FALSE
2014,DE,0,SCOTT GESTY,SCOTT,,LIBERTARIAN,4419,231617,FALSE
2014,FL,1,JIM BRYAN,JIM,,DEMOCRAT,54976,235343,FALSE
2014,FL,1,JEFF MILLER,JEFF,,REPUBLICAN,165086,235343,FALSE
2014,FL,1,MARK WICHERN,MARK,,NO PARTY AFFILIATION,15281,235343,FALSE
2014,FL,2,,#VALUE!,,,422,249780,FALSE
2014,FL,2,GWEN GRAHAM,GWEN,,DEMOCRAT,126096,249780,FALSE
2014,FL,2,STEVE SOUTHERLAND II,STEVE,,REPUBLICAN,123262,249780,FALSE
2014,FL,3,MARIHELEN WHEELER,MARIHELEN,,DEMOCRAT,73910,228809,FALSE
2014,FL,3,TED S. YOHO,TED,,REPUBLICAN,148691,228809,FALSE
2014,FL,3,HOWARD TERM LIMITS LAWSON,HOWARD,,NO PARTY AFFILIATION,6208,228809,FALSE
2014,FL,4,PAULA MOSER-BARTLETT,PAULA,,NO PARTY AFFILIATION,35663,227253,FALSE
2014,FL,4,ANDER CRENSHAW,ANDER,,REPUBLICAN,177887,227253,FALSE
2014,FL,4,GARY L. KONIZ,GARY,,NO PARTY AFFILIATION,13690,227253,FALSE
2014,FL,4,,#VALUE!,,,13,227253,FALSE
2014,FL,5,GLO SMITH,GLO,,REPUBLICAN,59237,171577,FALSE
2014,FL,5,CORRINE BROWN,CORRINE,,DEMOCRAT,112340,171577,FALSE
2014,FL,6,RON DESANTIS,RON,,REPUBLICAN,166254,265817,FALSE
2014,FL,6,DAVID COX,DAVID,,DEMOCRAT,99563,265817,FALSE
2014,FL,7,WES NEUMAN,WES,,DEMOCRAT,73011,227164,FALSE
2014,FL,7,AL KRULICK,AL,,NO PARTY AFFILIATION,9679,227164,FALSE
2014,FL,7,JOHN L. MICA,JOHN,,REPUBLICAN,144474,227164,FALSE
2014,FL,8,,#VALUE!,,,61,274513,FALSE
2014,FL,8,BILL POSEY,BILL,,REPUBLICAN,180728,274513,FALSE
2014,FL,8,GABRIEL ROTHBLATT,GABRIEL,,DEMOCRAT,93724,274513,FALSE
2014,FL,9,CAROL PLATT,CAROL,,REPUBLICAN,74963,173878,FALSE
2014,FL,9,MARKO MILAKOVICH,MARKO,,NO PARTY AFFILIATION,5060,173878,FALSE
2014,FL,9,ALAN GRAYSON,ALAN,,DEMOCRAT,93850,173878,FALSE
2014,FL,9,,#VALUE!,,,5,173878,FALSE
2014,FL,10,DANIEL WEBSTER,DANIEL,,REPUBLICAN,143128,232574,FALSE
2014,FL,10,,#VALUE!,,,20,232574,FALSE
2014,FL,10,MICHAEL MCKENNA,MICHAEL,,DEMOCRAT,89426,232574,FALSE
2014,FL,11,DAVE KOLLER,DAVE,,DEMOCRAT,90786,272294,FALSE
2014,FL,11,RICHARD B. NUGENT,RICHARD,,REPUBLICAN,181508,272294,FALSE
2014,FL,12,GUS M. BILIRAKIS,GUS,,REPUBLICAN,1,1,FALSE
2014,FL,13,DAVID W. JOLLY,DAVID,,REPUBLICAN,168172,223576,FALSE
2014,FL,13,LUCAS OVERBY,LUCAS,,LIBERTARIAN,55318,223576,FALSE
2014,FL,13,,#VALUE!,,,86,223576,FALSE
2014,FL,14,KATHY CASTOR,KATHY,,DEMOCRAT,1,1,FALSE
2014,FL,15,DENNIS A. ROSS,DENNIS,,REPUBLICAN,128750,213582,FALSE
2014,FL,15,ALAN M. COHN,ALAN,,DEMOCRAT,84832,213582,FALSE
2014,FL,16,,#VALUE!,,,220,274829,FALSE
2014,FL,16,VERN BUCHANAN,VERN,,REPUBLICAN,169126,274829,FALSE
2014,FL,16,HENRY LAWRENCE,HENRY,,DEMOCRAT,105483,274829,FALSE
2014,FL,17,WILL BRONSON,WILL,,DEMOCRAT,82263,223756,FALSE
2014,FL,17,THOMAS J. ROONEY,THOMAS,,REPUBLICAN,141493,223756,FALSE
2014,FL,18,PATRICK MURPHY,PATRICK,,DEMOCRAT,151478,253374,FALSE
2014,FL,18,CARL J. DOMINO,CARL,,REPUBLICAN,101896,253374,FALSE
2014,FL,19,CURT CLAWSON,CURT,,REPUBLICAN,159354,246861,FALSE
2014,FL,19,RAY NETHERWOOD,RAY,,LIBERTARIAN,6671,246861,FALSE
2014,FL,19,TIMOTHY J. ROSSANO,TIMOTHY,,,12,246861,FALSE
2014,FL,19,APRIL FREEMAN,APRIL,,DEMOCRAT,80824,246861,FALSE
2014,FL,20,JAY BONNER,JAY,,REPUBLICAN,28968,157466,FALSE
2014,FL,20,ALCEE L. HASTINGS,ALCEE,,DEMOCRAT,128498,157466,FALSE
2014,FL,21,,#VALUE!,,,575,153970,FALSE
2014,FL,21,THEODORE E. DEUTCH,THEODORE,,DEMOCRAT,153395,153970,FALSE
2014,FL,22,PAUL SPAIN,PAUL,,REPUBLICAN,90685,216096,FALSE
2014,FL,22,LOIS FRANKEL,LOIS,,DEMOCRAT,125404,216096,FALSE
2014,FL,22,,#VALUE!,,,7,216096,FALSE
2014,FL,23,"JOSEPH """"JOE"""" KAUFMAN",JOSEPH,,REPUBLICAN,61519,164788,FALSE
2014,FL,23,DEBBIE WASSERMAN SCHULTZ,DEBBIE,,DEMOCRAT,103269,164788,FALSE
2014,FL,24,LUIS E. FERNANDEZ,LUIS,,NO PARTY AFFILIATION,5487,149918,FALSE
2014,FL,24,FREDERICA S. WILSON,FREDERICA,,DEMOCRAT,129192,149918,FALSE
2014,FL,24,DUFIRSTON JULIO NEREE,DUFIRSTON,,REPUBLICAN,15239,149918,FALSE
2014,FL,25,MARIO DIAZ-BALART,MARIO,,REPUBLICAN,1,1,FALSE
2014,FL,26,JOE GARCIA,JOE,,DEMOCRAT,78306,161337,FALSE
2014,FL,26,CARLOS CURBELO,CARLOS,,REPUBLICAN,83031,161337,FALSE
2014,FL,27,ILEANA ROS-LEHTINEN,ILEANA,,REPUBLICAN,1,1,FALSE
2014,GA,1,BRIAN CORWIN REESE,BRIAN,,DEMOCRAT,61175,156512,FALSE
2014,GA,1,"E. L. """"BUDDY"""" CARTER",E.,,REPUBLICAN,95337,156512,FALSE
2014,GA,2,"GREGORY P. """"GREG"""" DUKE",GREGORY,,REPUBLICAN,66537,162900,FALSE
2014,GA,2,SANFORD D. BISHOP JR.,SANFORD,,DEMOCRAT,96363,162900,FALSE
2014,GA,3,LYNN A. WESTMORELAND,LYNN,,REPUBLICAN,156277,156277,FALSE
2014,GA,4,,#VALUE!,,,109,161320,FALSE
2014,GA,4,"HENRY C. """"HANK"""" JOHNSON JR.",HENRY,,DEMOCRAT,161211,161320,FALSE
2014,GA,5,JOHN LEWIS,JOHN,,DEMOCRAT,170326,170326,FALSE
2014,GA,6,ROBERT G. MONTIGEL,ROBERT,,DEMOCRAT,71486,210504,FALSE
2014,GA,6,TOM PRICE,TOM,,REPUBLICAN,139018,210504,FALSE
2014,GA,7,THOMAS D. WRIGHT,THOMAS,,DEMOCRAT,60112,173669,FALSE
2014,GA,7,ROB WOODALL,ROB,,REPUBLICAN,113557,173669,FALSE
2014,GA,8,,#VALUE!,,,119,130057,FALSE
2014,GA,8,AUSTIN SCOTT,AUSTIN,,REPUBLICAN,129938,130057,FALSE
2014,GA,9,DOUG COLLINS,DOUG,,REPUBLICAN,146059,181047,FALSE
2014,GA,9,DAVID D. VOGEL,DAVID,,DEMOCRAT,34988,181047,FALSE
2014,GA,10,"I. K. """"KENNETH"""" DIOUS",I.,,DEMOCRAT,65777,196480,FALSE
2014,GA,10,JODY B. HICE,JODY,,REPUBLICAN,130703,196480,FALSE
2014,GA,11,BARRY D. LOUDERMILK,BARRY,,REPUBLICAN,161532,161532,FALSE
2014,GA,12,"R. W. """"RICK"""" ALLEN",R.,,REPUBLICAN,91336,166814,FALSE
2014,GA,12,JOHN BARROW,JOHN,,DEMOCRAT,75478,166814,FALSE
2014,GA,13,DAVID SCOTT,DAVID,,DEMOCRAT,159445,159445,FALSE
2014,GA,14,TOM GRAVES,TOM,,REPUBLICAN,118782,118782,FALSE
2014,HI,1,MARK TAKAI,MARK,,DEMOCRAT,93390,182268,FALSE
2014,HI,1,CHARLES DJOU,CHARLES,,REPUBLICAN,86454,182268,FALSE
2014,HI,1,BLANK VOTE,BLANK,,,2366,182268,FALSE
2014,HI,1,OVER VOTE,OVER,,,58,182268,FALSE
2014,HI,2,OVER VOTE,OVER,,,82,187435,FALSE
2014,HI,2,JOE KENT,JOE,,LIBERTARIAN,4693,187435,FALSE
2014,HI,2,TULSI GABBARD,TULSI,,DEMOCRAT,142010,187435,FALSE
2014,HI,2,BLANK VOTE,BLANK,,,7020,187435,FALSE
2014,HI,2,KAWIKA CROWLEY,KAWIKA,,REPUBLICAN,33630,187435,FALSE
2014,ID,1,RA_L R. LABRADOR,RA_L,,REPUBLICAN,143580,220864,FALSE
2014,ID,1,SHIRLEY G. RINGO,SHIRLEY,,DEMOCRAT,77277,220864,FALSE
2014,ID,1,,#VALUE!,,,7,220864,FALSE
2014,ID,2,MICHAEL K. SIMPSON,MICHAEL,,REPUBLICAN,131492,214293,FALSE
2014,ID,2,RICHARD STALLINGS,RICHARD,,DEMOCRAT,82801,214293,FALSE
2014,IL,1,BOBBY L. RUSH,BOBBY,,DEMOCRAT,162268,222017,FALSE
2014,IL,1,JIMMY LEE TILLMAN,JIMMY,,REPUBLICAN,59749,222017,FALSE
2014,IL,2,ROBIN L. KELLY,ROBIN,,DEMOCRAT,160337,204266,FALSE
2014,IL,2,ERIC M. WALLACE,ERIC,,REPUBLICAN,43799,204266,FALSE
2014,IL,2,,#VALUE!,,,130,204266,FALSE
2014,IL,3,DANIEL LIPINSKI,DANIEL,,DEMOCRAT,116764,180855,FALSE
2014,IL,3,SHARON M. BRANNIGAN,SHARON,,REPUBLICAN,64091,180855,FALSE
2014,IL,4,HECTOR CONCEPCION,HECTOR,,REPUBLICAN,22278,101944,FALSE
2014,IL,4,LUIS V. GUTI_RREZ,LUIS,,DEMOCRAT,79666,101944,FALSE
2014,IL,5,VINCE KOLBER,VINCE,,REPUBLICAN,56350,184019,FALSE
2014,IL,5,NANCY WADE,NANCY,,GREEN,11305,184019,FALSE
2014,IL,5,MIKE QUIGLEY,MIKE,,DEMOCRAT,116364,184019,FALSE
2014,IL,6,PETER J. ROSKAM,PETER,,REPUBLICAN,160287,238752,FALSE
2014,IL,6,MICHAEL MASON,MICHAEL,,DEMOCRAT,78465,238752,FALSE
2014,IL,7,DANNY K. DAVIS,DANNY,,DEMOCRAT,155110,182278,FALSE
2014,IL,7,ROBERT L. BUMPERS,ROBERT,,REPUBLICAN,27168,182278,FALSE
2014,IL,8,TAMMY DUCKWORTH,TAMMY,,DEMOCRAT,84178,151056,FALSE
2014,IL,8,LARRY KAIFESH,LARRY,,REPUBLICAN,66878,151056,FALSE
2014,IL,9,SUSANNE ATANUS,SUSANNE,,REPUBLICAN,72384,213450,FALSE
2014,IL,9,JANICE D. SCHAKOWSKY,JANICE,,DEMOCRAT,141000,213450,FALSE
2014,IL,9,,#VALUE!,,,66,213450,FALSE
2014,IL,10,ROBERT DOLD,ROBERT,,REPUBLICAN,95992,187128,FALSE
2014,IL,10,BRADLEY S. SCHNEIDER,BRADLEY,,DEMOCRAT,91136,187128,FALSE
2014,IL,11,BILL FOSTER,BILL,,DEMOCRAT,93436,174772,FALSE
2014,IL,11,"CONSTANT """"CONNER"""" VLAKANCIC",CONSTANT,,,1,174772,FALSE
2014,IL,11,DARLENE SENGER,DARLENE,,REPUBLICAN,81335,174772,FALSE
2014,IL,12,WILLIAM L. ENYART,WILLIAM,,DEMOCRAT,87860,209738,FALSE
2014,IL,12,MIKE BOST,MIKE,,REPUBLICAN,110038,209738,FALSE
2014,IL,12,PAULA BRADSHAW,PAULA,,GREEN,11840,209738,FALSE
2014,IL,13,ANN E. CALLIS,ANN,,DEMOCRAT,86935,210272,FALSE
2014,IL,13,RODNEY DAVIS,RODNEY,,REPUBLICAN,123337,210272,FALSE
2014,IL,14,RANDY HULTGREN,RANDY,,REPUBLICAN,145369,222230,FALSE
2014,IL,14,DENNIS ANDERSON,DENNIS,,DEMOCRAT,76861,222230,FALSE
2014,IL,15,ERIC THORSLAND,ERIC,,DEMOCRAT,55652,221926,FALSE
2014,IL,15,JOHN SHIMKUS,JOHN,,REPUBLICAN,166274,221926,FALSE
2014,IL,16,ADAM KINZINGER,ADAM,,REPUBLICAN,153388,217198,FALSE
2014,IL,16,RANDALL WAYNE OLSEN,RANDALL,,DEMOCRAT,63810,217198,FALSE
2014,IL,17,BOBBY SCHILLING,BOBBY,,REPUBLICAN,88785,199361,FALSE
2014,IL,17,,#VALUE!,,,16,199361,FALSE
2014,IL,17,CHERI BUSTOS,CHERI,,DEMOCRAT,110560,199361,FALSE
2014,IL,18,DARREL MILLER,DARREL,,DEMOCRAT,62377,246740,FALSE
2014,IL,18,AARON SCHOCK,AARON,,REPUBLICAN,184363,246740,FALSE
2014,IN,1,DONNA T. DUNN,DONNA,,LIBERTARIAN,4714,142293,FALSE
2014,IN,1,MARK LEYVA,MARK,,REPUBLICAN,51000,142293,FALSE
2014,IN,1,PETER J. VISCLOSKY,PETER,,DEMOCRAT,86579,142293,FALSE
2014,IN,2,JEFF PETERMANN,JEFF,,LIBERTARIAN,4027,145200,FALSE
2014,IN,2,JACKIE WALORSKI,JACKIE,,REPUBLICAN,85583,145200,FALSE
2014,IN,2,JOE BOCK,JOE,,DEMOCRAT,55590,145200,FALSE
2014,IN,3,SCOTT WISE,SCOTT,,LIBERTARIAN,11130,148793,FALSE
2014,IN,3,MARLIN A. STUTZMAN,MARLIN,,REPUBLICAN,97892,148793,FALSE
2014,IN,3,JUSTIN KUHNLE,JUSTIN,,DEMOCRAT,39771,148793,FALSE
2014,IN,4,TODD ROKITA,TODD,,REPUBLICAN,94998,142054,FALSE
2014,IN,4,JOHN DALE,JOHN,,DEMOCRAT,47056,142054,FALSE
2014,IN,5,SUSAN W. BROOKS,SUSAN,,REPUBLICAN,105277,161440,FALSE
2014,IN,5,JOHN KROM,JOHN,,LIBERTARIAN,6407,161440,FALSE
2014,IN,5,SHAWN A. DENNEY,SHAWN,,DEMOCRAT,49756,161440,FALSE
2014,IN,6,ERIC MILLER,ERIC,,LIBERTARIAN,7375,155071,FALSE
2014,IN,6,SUSAN HALL HEITZMAN,SUSAN,,DEMOCRAT,45509,155071,FALSE
2014,IN,6,LUKE MESSER,LUKE,,REPUBLICAN,102187,155071,FALSE
2014,IN,7,"CATHERINE """"CAT"""" PING",CATHERINE,,REPUBLICAN,46887,112261,FALSE
2014,IN,7,ANDR_ CARSON,ANDR_,,DEMOCRAT,61443,112261,FALSE
2014,IN,7,CHRIS MAYO,CHRIS,,LIBERTARIAN,3931,112261,FALSE
2014,IN,8,TOM SPANGLER,TOM,,DEMOCRAT,61384,171315,FALSE
2014,IN,8,ANDREW HORNING,ANDREW,,LIBERTARIAN,6587,171315,FALSE
2014,IN,8,LARRY BUCSHON,LARRY,,REPUBLICAN,103344,171315,FALSE
2014,IN,9,R. MIKE FREY,R.,,LIBERTARIAN,6777,163387,FALSE
2014,IN,9,TODD C. YOUNG,TODD,,REPUBLICAN,101594,163387,FALSE
2014,IN,9,BILL BAILEY,BILL,,DEMOCRAT,55016,163387,FALSE
2014,IA,1,PAT MURPHY,PAT,,DEMOCRAT,141145,289306,FALSE
2014,IA,1,ROD BLUM,ROD,,REPUBLICAN,147762,289306,FALSE
2014,IA,1,,#VALUE!,,,399,289306,FALSE
2014,IA,2,,#VALUE!,,,443,273329,FALSE
2014,IA,2,DAVID LOEBSACK,DAVID,,DEMOCRAT,143431,273329,FALSE
2014,IA,2,MARIANNETTE MILLER-MEEKS,MARIANNETTE,,REPUBLICAN,129455,273329,FALSE
2014,IA,3,STACI APPEL,STACI,,DEMOCRAT,119109,282066,FALSE
2014,IA,3,EDWARD B. WRIGHT,EDWARD,,LIBERTARIAN,9054,282066,FALSE
2014,IA,3,DAVID YOUNG,DAVID,,REPUBLICAN,148814,282066,FALSE
2014,IA,3,BRYAN JACK HOLDER,BRYAN,,NONE,4360,282066,FALSE
2014,IA,3,,#VALUE!,,,729,282066,FALSE
2014,IA,4,,#VALUE!,,,295,275633,FALSE
2014,IA,4,JIM MOWRER,JIM,,DEMOCRAT,105504,275633,FALSE
2014,IA,4,STEVE KING,STEVE,,REPUBLICAN,169834,275633,FALSE
2014,KS,1,JAMES E. SHEROW,JAMES,,DEMOCRAT,65397,204161,FALSE
2014,KS,1,TIM HUELSKAMP,TIM,,REPUBLICAN,138764,204161,FALSE
2014,KS,2,MARGIE WAKEFIELD,MARGIE,,DEMOCRAT,87153,225686,FALSE
2014,KS,2,LYNN JENKINS,LYNN,,REPUBLICAN,128742,225686,FALSE
2014,KS,2,CHRISTOPHER CLEMMONS,CHRISTOPHER,,LIBERTARIAN,9791,225686,FALSE
2014,KS,3,KEVIN YODER,KEVIN,,REPUBLICAN,134493,224077,FALSE
2014,KS,3,KELLY KULTALA,KELLY,,DEMOCRAT,89584,224077,FALSE
2014,KS,4,PERRY L. SCHUCKMAN,PERRY,,DEMOCRAT,69396,208153,FALSE
2014,KS,4,MIKE POMPEO,MIKE,,REPUBLICAN,138757,208153,FALSE
2014,KY,1,CHARLES KENDALL HATCHETT,CHARLES,,DEMOCRAT,63596,236618,FALSE
2014,KY,1,ED WHITFIELD,ED,,REPUBLICAN,173022,236618,FALSE
2014,KY,2,BRETT GUTHRIE,BRETT,,REPUBLICAN,156936,226834,FALSE
2014,KY,2,RON LEACH,RON,,DEMOCRAT,69898,226834,FALSE
2014,KY,3,MICHAEL MACFARLANE,MICHAEL,,REPUBLICAN,87981,247355,FALSE
2014,KY,3,GREGORY PETER PUCCETTI,GREGORY,,INDEPENDENT,2318,247355,FALSE
2014,KY,3,JOHN A. YARMUTH,JOHN,,DEMOCRAT,157056,247355,FALSE
2014,KY,4,PETER NEWBERRY,PETER,,DEMOCRAT,71694,222158,FALSE
2014,KY,4,THOMAS MASSIE,THOMAS,,REPUBLICAN,150464,222158,FALSE
2014,KY,5,KENNTH S. STEPP,KENNTH,,DEMOCRAT,47617,218967,FALSE
2014,KY,5,HAROLD ROGERS,HAROLD,,REPUBLICAN,171350,218967,FALSE
2014,KY,6,ANDY BARR,ANDY,,REPUBLICAN,147404,245694,FALSE
